,impact_name,time,age,round,game_id,text
261,Happiness,2021-06-15 14:04:42,IV,18,7492705,Impact of Happiness#Each civilization scores 2 culture per happy face (no more than 16 points) and loses 2 culture per discontent worker. Orange scores 8 culture Purple scores 12 culture Green scores 8 culture Grey scores 10 culture #
262,Colonies,2021-06-15 14:04:41,IV,18,7492705,Impact of Colonies#Each civilization scores 3 culture per colony. Orange scores 3 culture Green scores 9 culture Grey scores 3 culture #
263,Wonders,2021-06-26 14:57:41,IV,19,7493040,Impact of Wonders#Each civilization scores culture for each wonders: 5 for age A 4 for age I 3 for age II 2 for age III Orange scores 7 culture Purple scores 8 culture Green scores 11 culture Grey scores 9 culture #
264,Technology,2021-06-26 14:57:40,IV,19,7493040,Impact of Technology#Each civilization scores 4 culture for each of its level III technologies (level II in Advanced game). Orange scores 12 culture Purple scores 16 culture Green scores 8 culture Grey scores 4 culture #
265,Science,2021-06-26 14:57:39,IV,19,7493040,Impact of Science#Each civilizations score culture according to the relative amount of science it produces: 15/10/5/0 for 4-player 14/7/0 for 3-player 10/0 for 2-player Orange scores 10 culture Purple scores 15 culture Green scores 5 culture #
266,Happiness,2021-06-26 14:57:37,IV,19,7493040,Impact of Happiness#Each civilization scores 2 culture per happy face (no more than 16 points) and loses 2 culture per discontent worker. Orange scores 10 culture Purple scores 16 culture Green scores 16 culture Grey scores 4 culture #
267,Government,2021-06-26 14:57:36,IV,19,7493040,Impact of Government#Each civilization scores 2 culture per civil action and 1 culture per military action. Orange scores 16 culture Purple scores 17 culture Green scores 16 culture Grey scores 12 culture #
268,Competition,2021-06-26 14:57:35,IV,19,7493040,Impact of Competition#Each civilization scores 1 culture per level of each of its military units and arenas. Orange scores 9 culture Purple scores 11 culture Green scores 12 culture Grey scores 8 culture #
269,Balance,2021-07-01 14:45:46,IV,19,7493350,"Impact of Balance#Each civilization scores culture equal to double the amount of whatever it produces the least (science, culture, food, or resource). Ignore corruption and consumption. Orange scores 10 culture Purple scores 8 culture #"
270,Wonders,2021-07-01 14:45:44,IV,19,7493350,Impact of Wonders#Each civilization scores culture for each wonders: 5 for age A 4 for age I 3 for age II 2 for age III Orange scores 14 culture Purple scores 14 culture Grey scores 10 culture #
271,Industry,2021-07-01 14:45:44,IV,19,7493350,Impact of Industry#Each civilization scores culture equal to the amount of resources its mines produce. (Ignore any production from other sources) Orange scores 14 culture Purple scores 6 culture Grey scores 6 culture #
272,Agriculture,2021-07-01 14:45:43,IV,19,7493350,Impact of Agriculture#Each civilization scores culture equal to the amount of food it produces with a bonus of 4 culture if this exceeds consumption. Orange scores 9 culture Purple scores 5 culture #
