,player,worker,resources,time,age,round,game_id,text
3460,Green,1,1,2021-03-31 13:45:39,I,6,7490386,Green builds 1 stage of Pyramids#Green spends 1 resource Wonder completed #
3461,Green,1,2,2021-03-31 13:45:33,I,6,7490386,Green builds 1 stage of Pyramids#Green spends 2 resources #
3462,Purple,K,3,2021-03-31 13:41:29,I,6,7490386,Purple builds Knights#Purple spends 3 resources #
3463,Purple,B,2,2021-03-31 13:41:15,I,6,7490386,Purple builds Bronze#Purple spends 2 resources #
3464,Orange,1,2,2021-03-31 12:22:18,I,6,7490386,Orange builds 1 stage of Taj Mahal#Orange spends 2 resources #
3465,Grey,W,1,2021-03-31 10:53:01,I,5,7490386,Grey builds Warrior#Grey loses 1 military resource Grey spends 1 resource #
3466,Green,1,3,2021-03-31 09:36:32,I,5,7490386,Green builds 1 stage of Pyramids#Green spends 3 resources #
3467,Green,K,3,2021-03-31 09:35:46,I,5,7490386,Green builds Knights#Green spends 3 resources #
3468,Purple,W,2,2021-03-31 09:20:16,I,5,7490386,Purple builds Warrior#Purple spends 2 resources #
3469,Purple,1,3,2021-03-31 09:20:08,I,5,7490386,Purple builds 1 stage of Colossus#Purple spends 3 resources Wonder completed #
3470,Grey,2,4,2021-03-31 07:00:37,I,4,7490386,Grey builds 2 stages of Hanging Gardens#Grey spends 4 resources #
3471,Purple,1,3,2021-03-30 22:23:32,I,4,7490386,Purple builds 1 stage of Colossus#Purple spends 3 resources #
3472,Purple,R,2,2021-03-30 12:19:27,I,4,7490386,Purple builds Religion#Purple spends 2 resources #
3473,Orange,B,1,2021-03-30 12:04:37,I,4,7490386,Orange builds Bronze#Orange spends 1 resource #
3474,Grey,B,2,2021-03-30 11:58:49,I,3,7490386,Grey builds Bronze#Grey spends 2 resources #
3475,Green,P,2,2021-03-30 11:40:20,I,3,7490386,Green builds Philosophy using Urban Growth#Green spends 2 resources #
3476,Purple,P,3,2021-03-30 11:16:16,I,3,7490386,Purple builds Philosophy#Purple spends 3 resources #
3477,Orange,1,1,2021-03-30 11:11:07,I,3,7490386,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource Wonder completed #
3478,Orange,1,1,2021-03-30 11:10:55,I,3,7490386,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource #
3479,Grey,P,2,2021-03-30 10:53:11,I,2,7490386,Grey builds Philosophy using Urban Growth#Grey spends 2 resources #
3480,Green,B,2,2021-03-30 10:38:58,I,2,7490386,Green builds Bronze#Green spends 2 resources #
3481,Purple,B,1,2021-03-30 10:34:25,I,2,7490386,Purple builds Bronze using Rich Land#Purple spends 1 resource #
3482,Grey,2,5,2021-04-17 23:08:00,IV,17,7490649,Grey builds 2 stages of Internet#Grey spends 5 resources Wonder completed Grey scores 10 culture #
3483,Grey,3,9,2021-04-17 23:06:59,IV,17,7490649,Grey builds 3 stages of Internet#Grey spends 9 resources #
3484,Green,P,3,2021-04-17 22:58:13,IV,17,7490649,Green builds Philosophy#Green spends 3 resources #
3485,Green,P,3,2021-04-17 22:56:57,IV,17,7490649,Green builds Philosophy#Green spends 3 resources #
3486,Green,1,4,2021-04-17 22:55:34,IV,17,7490649,Green builds 1 stage of First Space Flight#Green spends 4 resources #
3487,Purple,1,4,2021-04-17 22:49:44,IV,17,7490649,Purple builds 1 stage of Fast Food Chains#Purple spends 4 resources Wonder completed Purple scores 23 culture #
3488,Purple,S,3,2021-04-17 22:49:24,IV,17,7490649,Purple builds Swordsmen#Purple spends 3 resources #
3489,Purple,A,2,2021-04-17 22:49:01,IV,17,7490649,Purple builds Agriculture#Purple spends 2 resources #
3490,Purple,1,4,2021-04-17 22:48:09,IV,17,7490649,Purple builds 1 stage of Fast Food Chains#Purple spends 4 resources #
3491,Purple,1,4,2021-04-17 22:48:03,IV,17,7490649,Purple builds 1 stage of Fast Food Chains#Purple spends 4 resources #
3492,Grey,K,3,2021-04-17 22:17:46,IV,16,7490649,Grey builds Knights#Grey spends 3 resources #
3493,Green,1,2,2021-04-17 19:36:40,IV,16,7490649,Green builds 1 stage of First Space Flight#Green spends 2 resources #
3494,Green,1,1,2021-04-17 19:36:34,IV,16,7490649,Green builds 1 stage of First Space Flight#Green spends 1 resource #
3495,Green,T,7,2021-04-17 19:36:17,IV,16,7490649,Green builds Tanks#Green spends 7 resources #
3496,Green,T,5,2021-04-17 19:36:04,IV,16,7490649,Green builds Theology#Green spends 5 resources #
3497,Orange,A,7,2021-04-17 11:03:35,III,16,7490649,Orange builds Air Forces#Orange spends 7 resources #
3498,Grey,K,3,2021-04-17 10:49:39,III,15,7490649,Grey builds Knights#Grey spends 3 resources #
3499,Grey,P,6,2021-04-17 10:47:33,III,15,7490649,Grey builds Professional Sports#Grey spends 6 resources #
3500,Green,J,8,2021-04-17 08:15:57,III,15,7490649,Green builds Journalism#Green spends 8 resources #
3501,Purple,R,4,2021-04-17 00:51:37,III,15,7490649,Purple builds Rockets#Purple loses 3 military resource Purple spends 4 resources #
3502,Purple,P,8,2021-04-17 00:51:28,III,15,7490649,Purple builds Professional Sports#Purple spends 8 resources #
3503,Grey,C,5,2021-04-15 22:15:18,III,13,7490649,Grey builds Cannon#Grey spends 5 resources #
3504,Green,A,7,2021-04-15 18:53:55,III,13,7490649,Green builds Air Forces#Green spends 7 resources #
3505,Purple,B,2,2021-04-15 15:36:04,III,13,7490649,Purple builds Bronze#Purple spends 2 resources #
3506,Purple,S,1,2021-04-15 15:33:58,III,13,7490649,Purple builds Swordsmen#Purple loses 2 military resource Purple spends 1 resource #
3507,Orange,C,5,2021-04-15 12:19:46,III,13,7490649,Orange builds Cannon#Orange spends 5 resources #
3508,Grey,C,2,2021-04-15 11:44:21,III,12,7490649,Grey builds Cannon#Grey loses 3 military resource Grey spends 2 resources #
3509,Grey,3,13,2021-04-15 11:43:42,III,12,7490649,Grey builds 3 stages of Eiffel Tower#Grey spends 13 resources Wonder completed #
3510,Green,T,5,2021-04-15 11:38:33,III,12,7490649,Green builds Theology#Green spends 5 resources #
3511,Purple,W,2,2021-04-15 08:44:54,III,12,7490649,Purple builds Warrior#Purple spends 2 resources #
3512,Purple,S,3,2021-04-14 21:45:10,II,11,7490649,Purple builds Swordsmen#Purple spends 3 resources #
3513,Purple,1,2,2021-04-14 21:40:42,II,11,7490649,Purple builds 1 stage of Ocean Liner#Purple spends 2 resources #
3514,Orange,A,2,2021-04-14 21:26:59,II,11,7490649,Orange builds Agriculture#Orange spends 2 resources #
3515,Grey,1,3,2021-04-14 21:19:13,II,10,7490649,Grey builds 1 stage of Transcontinental Railroad#Grey spends 3 resources Wonder completed #
3516,Grey,3,9,2021-04-14 21:18:57,II,10,7490649,Grey builds 3 stages of Transcontinental Railroad#Grey spends 9 resources #
3517,Green,J,8,2021-04-14 21:06:12,II,10,7490649,Green builds Journalism#Green spends 8 resources #
3518,Purple,1,2,2021-04-13 20:49:11,II,10,7490649,Purple builds 1 stage of Ocean Liner#Purple spends 2 resources #
3519,Purple,1,4,2021-04-13 20:49:04,II,10,7490649,Purple builds 1 stage of Ocean Liner#Purple spends 4 resources #
3520,Orange,1,4,2021-04-13 18:09:40,II,10,7490649,Orange builds 1 stage of St. Peter's Basilica#Orange spends 4 resources Wonder completed #
3521,Grey,K,3,2021-04-12 12:01:24,II,9,7490649,Grey builds Knights#Grey spends 3 resources #
3522,Orange,1,4,2021-04-12 10:29:06,II,9,7490649,Orange builds 1 stage of St. Peter's Basilica#Orange spends 4 resources #
3523,Green,K,3,2021-04-12 09:21:01,II,8,7490649,Green builds Knights#Green spends 3 resources #
3524,Orange,P,3,2021-04-11 13:44:07,II,8,7490649,Orange builds Printing Press#Orange spends 3 resources #
3525,Grey,1,3,2021-04-10 21:37:49,II,7,7490649,Grey builds 1 stage of Universitas Carolina#Grey spends 3 resources Wonder completed #
3526,Grey,1,3,2021-04-10 21:37:42,II,7,7490649,Grey builds 1 stage of Universitas Carolina#Grey spends 3 resources #
3527,Green,K,3,2021-04-10 01:47:41,II,7,7490649,Green builds Knights#Green spends 3 resources #
3528,Orange,B,3,2021-04-09 21:57:06,II,7,7490649,Orange builds Bread & Circuses#Orange spends 3 resources #
3529,Green,1,1,2021-04-09 20:28:11,I,6,7490649,Green builds 1 stage of Library of Alexandria#Green spends 1 resource Wonder completed #
3530,Green,1,4,2021-04-09 20:28:04,I,6,7490649,Green builds 1 stage of Library of Alexandria#Green spends 4 resources #
3531,Purple,1,2,2021-04-09 19:29:32,I,6,7490649,Purple builds 1 stage of Hanging Gardens#Purple spends 2 resources Wonder completed #
3532,Purple,1,2,2021-04-09 19:29:27,I,6,7490649,Purple builds 1 stage of Hanging Gardens#Purple spends 2 resources #
3533,Purple,S,3,2021-04-09 19:28:23,I,6,7490649,Purple builds Swordsmen#Purple spends 3 resources #
3534,Grey,P,3,2021-04-09 14:27:29,I,5,7490649,Grey builds Philosophy#Grey spends 3 resources #
3535,Green,K,3,2021-04-09 11:25:44,I,5,7490649,Green builds Knights#Green spends 3 resources #
3536,Purple,1,2,2021-04-09 11:22:11,I,5,7490649,Purple builds 1 stage of Hanging Gardens#Purple spends 2 resources #
3537,Purple,S,3,2021-04-09 11:22:05,I,5,7490649,Purple builds Swordsmen#Purple spends 3 resources #
3538,Orange,1,1,2021-04-09 10:56:46,I,5,7490649,Orange builds 1 stage of Pyramids#Orange spends 1 resource Wonder completed #
3539,Grey,R,2,2021-04-09 10:52:01,I,4,7490649,Grey builds Religion using Urban Growth#Grey spends 2 resources #
3540,Grey,W,2,2021-04-09 10:51:12,I,4,7490649,Grey builds Warrior#Grey spends 2 resources #
3541,Purple,S,3,2021-04-09 10:29:04,I,4,7490649,Purple builds Swordsmen#Purple spends 3 resources #
3542,Orange,1,3,2021-04-09 09:28:10,I,4,7490649,Orange builds 1 stage of Pyramids#Orange spends 3 resources #
3543,Grey,1,3,2021-04-08 23:47:56,I,3,7490649,Grey builds 1 stage of Universitas Carolina#Grey spends 3 resources #
3544,Green,1,1,2021-04-08 20:52:21,I,3,7490649,Green builds 1 stage of Library of Alexandria#Green spends 1 resource #
3545,Purple,P,3,2021-04-08 17:48:34,I,3,7490649,Purple builds Philosophy#Purple spends 3 resources #
3546,Orange,P,3,2021-04-08 15:07:10,I,3,7490649,Orange builds Philosophy#Orange spends 3 resources #
3547,Grey,B,1,2021-04-08 12:11:19,I,2,7490649,Grey builds Bronze using Rich Land#Grey spends 1 resource #
3548,Green,P,2,2021-04-08 11:57:57,I,2,7490649,Green builds Philosophy using Urban Growth#Green spends 2 resources #
3549,Purple,B,2,2021-04-08 11:20:47,I,2,7490649,Purple builds Bronze#Purple spends 2 resources #
3550,Orange,B,2,2021-04-08 10:29:36,I,2,7490649,Orange builds Bronze#Orange spends 2 resources #
3551,Grey,1,9,2021-04-28 10:46:20,IV,18,7491046,Grey builds 1 stage of First Space Flight#Grey spends 9 resources Wonder completed Grey scores 23 culture #
3552,Grey,A,7,2021-04-28 10:45:59,IV,18,7491046,Grey builds Air Forces#Grey spends 7 resources #
3553,Grey,1,4,2021-04-28 10:43:40,IV,18,7491046,Grey builds 1 stage of First Space Flight#Grey spends 4 resources #
3554,Grey,1,2,2021-04-28 10:43:33,IV,18,7491046,Grey builds 1 stage of First Space Flight#Grey spends 2 resources #
3555,Grey,1,1,2021-04-28 10:43:27,IV,18,7491046,Grey builds 1 stage of First Space Flight#Grey spends 1 resource #
3556,Green,W,2,2021-04-28 10:39:33,IV,18,7491046,Green builds Warrior#Green spends 2 resources #
3557,Green,J,6,2021-04-28 10:39:19,IV,18,7491046,Green builds Journalism#Green spends 6 resources #
3558,Orange,1,4,2021-04-28 08:02:30,IV,18,7491046,Orange builds 1 stage of Fast Food Chains#Orange spends 4 resources Wonder completed Orange scores 21 culture #
3559,Orange,R,3,2021-04-28 08:01:13,IV,18,7491046,Orange builds Religion#Orange spends 3 resources #
3560,Orange,R,3,2021-04-28 08:01:05,IV,18,7491046,Orange builds Religion#Orange spends 3 resources #
3561,Orange,R,3,2021-04-28 08:00:57,IV,18,7491046,Orange builds Religion#Orange spends 3 resources #
3562,Grey,M,11,2021-04-28 07:35:12,IV,17,7491046,Grey builds Movies#Grey spends 11 resources #
3563,Green,S,6,2021-04-28 06:45:21,IV,17,7491046,Green builds Scientific Method#Green spends 6 resources #
3564,Green,R,5,2021-04-28 06:44:51,IV,17,7491046,Green builds Riflemen#Green spends 5 resources #
3565,Purple,M,10,2021-04-27 19:34:31,III,17,7491046,Purple builds Multimedia#Purple spends 10 resources #
3566,Purple,M,6,2021-04-27 19:34:24,III,17,7491046,Purple builds Multimedia using Urban Growth#Purple spends 6 resources #
3567,Orange,1,4,2021-04-27 16:26:33,III,17,7491046,Orange builds 1 stage of Fast Food Chains#Orange spends 4 resources #
3568,Orange,1,4,2021-04-27 16:26:28,III,17,7491046,Orange builds 1 stage of Fast Food Chains#Orange spends 4 resources #
3569,Orange,C,5,2021-04-27 16:26:21,III,17,7491046,Orange builds Cannon#Orange spends 5 resources #
3570,Green,R,5,2021-04-27 13:00:03,III,16,7491046,Green builds Riflemen#Green spends 5 resources #
3571,Green,J,6,2021-04-27 12:59:46,III,16,7491046,Green builds Journalism#Green spends 6 resources #
3572,Purple,T,7,2021-04-27 12:10:40,III,16,7491046,Purple builds Tanks#Purple spends 7 resources #
3573,Orange,C,5,2021-04-27 11:34:50,III,16,7491046,Orange builds Cannon#Orange spends 5 resources #
3574,Grey,R,5,2021-04-27 09:24:57,III,15,7491046,Grey builds Riflemen#Grey spends 5 resources #
3575,Purple,T,7,2021-04-27 04:16:27,III,15,7491046,Purple builds Tanks#Purple spends 7 resources #
3576,Green,C,4,2021-04-26 12:30:33,III,14,7491046,Green builds Cavalrymen#Green loses 1 military resource Green spends 4 resources #
3577,Purple,C,5,2021-04-26 12:27:15,III,14,7491046,Purple builds Cannon#Purple spends 5 resources #
3578,Grey,R,5,2021-04-26 10:07:34,III,13,7491046,Grey builds Riflemen#Grey spends 5 resources #
3579,Purple,R,3,2021-04-26 08:09:56,III,13,7491046,Purple builds Religion#Purple spends 3 resources #
3580,Purple,C,5,2021-04-26 08:09:25,III,13,7491046,Purple builds Cannon#Purple spends 5 resources #
3581,Grey,W,2,2021-04-25 22:35:41,III,12,7491046,Grey builds Warrior#Grey spends 2 resources #
3582,Purple,2,6,2021-04-25 21:28:54,II,12,7491046,Purple builds 2 stages of Transcontinental Railroad#Purple spends 6 resources Wonder completed #
3583,Purple,2,6,2021-04-23 17:55:20,II,11,7491046,Purple builds 2 stages of Transcontinental Railroad#Purple spends 6 resources #
3584,Grey,1,3,2021-04-23 16:37:23,II,10,7491046,Grey builds 1 stage of Universitas Carolina#Grey spends 3 resources Wonder completed #
3585,Grey,1,3,2021-04-23 16:37:15,II,10,7491046,Grey builds 1 stage of Universitas Carolina#Grey spends 3 resources #
3586,Grey,1,3,2021-04-23 16:37:05,II,10,7491046,Grey builds 1 stage of Universitas Carolina#Grey spends 3 resources #
3587,Green,J,8,2021-04-22 22:12:43,II,10,7491046,Green builds Journalism#Green spends 8 resources #
3588,Orange,W,2,2021-04-21 08:29:47,II,9,7491046,Orange builds Warrior#Orange spends 2 resources #
3589,Green,W,2,2021-04-20 23:17:48,II,8,7491046,Green builds Warrior#Green spends 2 resources #
3590,Purple,2,8,2021-04-20 23:05:22,II,8,7491046,Purple builds 2 stages of St. Peter's Basilica#Purple spends 8 resources Wonder completed #
3591,Orange,1,2,2021-04-20 22:48:57,II,8,7491046,Orange builds 1 stage of Great Wall#Orange spends 2 resources Wonder completed #
3592,Grey,W,2,2021-04-20 21:29:31,I,7,7491046,Grey builds Warrior#Grey spends 2 resources #
3593,Purple,P,1,2021-04-20 18:52:55,I,7,7491046,Purple builds Philosophy using Urban Growth#Purple spends 1 resource #
3594,Orange,K,3,2021-04-20 18:18:02,I,7,7491046,Orange builds Knights#Orange spends 3 resources #
3595,Orange,1,2,2021-04-20 18:17:36,I,7,7491046,Orange builds 1 stage of Great Wall#Orange spends 2 resources #
3596,Orange,1,2,2021-04-20 16:41:30,I,6,7491046,Orange builds 1 stage of Great Wall#Orange spends 2 resources #
3597,Green,R,3,2021-04-20 11:19:04,I,5,7491046,Green builds Religion#Green spends 3 resources #
3598,Purple,R,3,2021-04-20 09:21:40,I,5,7491046,Purple builds Religion#Purple spends 3 resources #
3599,Purple,S,3,2021-04-20 09:21:01,I,5,7491046,Purple builds Swordsmen#Purple spends 3 resources #
3600,Orange,1,2,2021-04-20 09:00:17,I,5,7491046,Orange builds 1 stage of Hanging Gardens#Orange spends 2 resources Wonder completed #
3601,Orange,1,2,2021-04-20 09:00:10,I,5,7491046,Orange builds 1 stage of Hanging Gardens#Orange spends 2 resources #
3602,Grey,W,1,2021-04-20 07:35:18,I,4,7491046,Grey builds Warrior#Grey loses 1 military resource Grey spends 1 resource #
3603,Grey,1,1,2021-04-20 07:34:47,I,4,7491046,Grey builds 1 stage of Library of Alexandria#Grey spends 1 resource Wonder completed #
3604,Grey,1,4,2021-04-20 07:34:36,I,4,7491046,Grey builds 1 stage of Library of Alexandria#Grey spends 4 resources #
3605,Green,W,2,2021-04-20 06:20:13,I,4,7491046,Green builds Warrior#Green spends 2 resources #
3606,Green,1,3,2021-04-20 06:19:40,I,4,7491046,Green builds 1 stage of Colossus#Green spends 3 resources Wonder completed #
3607,Orange,1,2,2021-04-19 19:49:53,I,4,7491046,Orange builds 1 stage of Hanging Gardens#Orange spends 2 resources #
3608,Orange,B,2,2021-04-19 19:49:34,I,4,7491046,Orange builds Bread & Circuses using Urban Growth#Orange spends 2 resources #
3609,Grey,1,1,2021-04-19 15:54:54,I,3,7491046,Grey builds 1 stage of Library of Alexandria#Grey spends 1 resource #
3610,Green,1,3,2021-04-19 15:48:30,I,3,7491046,Green builds 1 stage of Colossus#Green spends 3 resources #
3611,Grey,P,2,2021-04-19 07:53:09,I,3,7491046,Grey builds Philosophy#Grey spends 2 resources #
3612,Green,P,2,2021-04-19 06:49:08,I,3,7491046,Green builds Philosophy#Green spends 2 resources #
3613,Purple,1,1,2021-04-18 23:17:49,I,3,7491046,Purple builds 1 stage of Pyramids#Purple spends 1 resource Wonder completed #
3614,Purple,1,2,2021-04-18 23:17:42,I,3,7491046,Purple builds 1 stage of Pyramids#Purple spends 2 resources #
3615,Orange,P,3,2021-04-18 23:12:52,I,3,7491046,Orange builds Philosophy#Orange spends 3 resources #
3616,Grey,B,2,2021-04-18 23:05:58,I,2,7491046,Grey builds Bronze#Grey spends 2 resources #
3617,Green,B,2,2021-04-18 22:07:36,I,2,7491046,Green builds Bronze#Green spends 2 resources #
3618,Purple,B,2,2021-04-18 10:48:02,I,2,7491046,Purple builds Bronze#Purple spends 2 resources #
3619,Orange,B,2,2021-04-18 10:41:08,I,2,7491046,Orange builds Bronze#Orange spends 2 resources #
3620,Green,4,12,2021-05-21 11:57:42,IV,17,7491505,Green builds 4 stages of Internet#Green spends 12 resources Wonder completed Green scores 21 culture #
3621,Green,M,8,2021-05-21 11:57:22,IV,17,7491505,Green builds Movies#Green spends 8 resources #
3622,Purple,B,2,2021-05-21 11:52:11,IV,17,7491505,Purple builds Bread & Circuses#Purple spends 2 resources #
3623,Orange,R,3,2021-05-21 11:24:42,IV,17,7491505,Orange builds Religion#Orange spends 3 resources #
3624,Green,1,2,2021-05-21 11:22:47,IV,16,7491505,Green builds 1 stage of Internet#Green spends 2 resources #
3625,Purple,3,7,2021-05-21 10:53:05,IV,16,7491505,Purple builds 3 stages of First Space Flight#Purple spends 7 resources #
3626,Orange,A,7,2021-05-21 10:27:05,III,16,7491505,Orange builds Air Forces#Orange spends 7 resources #
3627,Orange,A,4,2021-05-21 10:21:42,III,16,7491505,Orange builds Air Forces#Orange loses 3 military resource Orange spends 4 resources #
3628,Green,A,7,2021-05-21 10:12:41,III,15,7491505,Green builds Air Forces#Green spends 7 resources #
3629,Purple,O,6,2021-05-21 09:51:44,III,15,7491505,Purple builds Opera#Purple spends 6 resources #
3630,Orange,R,5,2021-05-21 09:16:27,III,15,7491505,Orange builds Riflemen#Orange spends 5 resources #
3631,Green,R,7,2021-05-20 23:53:24,III,14,7491505,Green builds Rockets#Green spends 7 resources #
3632,Green,R,5,2021-05-20 23:53:10,III,14,7491505,Green builds Rockets#Green loses 2 military resource Green spends 5 resources #
3633,Orange,J,6,2021-05-19 09:29:53,III,14,7491505,Orange builds Journalism#Orange spends 6 resources #
3634,Grey,W,2,2021-05-19 08:43:43,III,13,7491505,Grey builds Warrior#Grey spends 2 resources #
3635,Green,A,6,2021-05-18 22:56:35,III,13,7491505,Green builds Alchemy#Green spends 6 resources #
3636,Purple,O,8,2021-05-18 19:48:33,III,13,7491505,Purple builds Opera#Purple spends 8 resources #
3637,Orange,1,4,2021-05-18 09:18:35,III,13,7491505,Orange builds 1 stage of Kremlin#Orange spends 4 resources Wonder completed #
3638,Orange,1,4,2021-05-18 09:18:20,III,13,7491505,Orange builds 1 stage of Kremlin#Orange spends 4 resources #
3639,Green,R,3,2021-05-18 08:07:25,II,12,7491505,Green builds Religion#Green spends 3 resources #
3640,Purple,O,8,2021-05-18 07:42:01,II,12,7491505,Purple builds Opera#Purple spends 8 resources #
3641,Orange,W,2,2021-05-17 09:29:33,II,12,7491505,Orange builds Warrior#Orange spends 2 resources #
3642,Purple,C,5,2021-05-14 17:12:59,II,11,7491505,Purple builds Cannon#Purple spends 5 resources #
3643,Orange,C,5,2021-05-13 08:59:55,II,11,7491505,Orange builds Cavalrymen#Orange spends 5 resources #
3644,Purple,C,2,2021-05-12 12:28:36,II,10,7491505,Purple builds Cannon#Purple loses 3 military resource Purple spends 2 resources #
3645,Orange,1,2,2021-05-12 00:01:31,II,10,7491505,Orange builds 1 stage of Taj Mahal#Orange spends 2 resources Wonder completed #
3646,Orange,1,4,2021-05-12 00:01:17,II,10,7491505,Orange builds 1 stage of Taj Mahal#Orange spends 4 resources #
3647,Grey,1,2,2021-05-11 23:53:19,II,9,7491505,Grey builds 1 stage of Great Wall#Grey spends 2 resources Wonder completed #
3648,Grey,1,3,2021-05-11 23:53:09,II,9,7491505,Grey builds 1 stage of Great Wall#Grey spends 3 resources #
3649,Grey,1,2,2021-05-11 23:53:01,II,9,7491505,Grey builds 1 stage of Great Wall#Grey spends 2 resources #
3650,Grey,1,2,2021-05-11 10:06:33,II,8,7491505,Grey builds 1 stage of Great Wall#Grey spends 2 resources #
3651,Green,S,3,2021-05-11 10:04:14,II,8,7491505,Green builds Swordsmen#Green spends 3 resources #
3652,Orange,1,2,2021-05-10 08:40:38,II,8,7491505,Orange builds 1 stage of Taj Mahal#Orange spends 2 resources #
3653,Orange,P,3,2021-05-10 08:39:12,II,8,7491505,Orange builds Printing Press#Orange spends 3 resources #
3654,Green,S,3,2021-05-04 16:23:28,I,6,7491505,Green builds Swordsmen#Green spends 3 resources #
3655,Purple,B,3,2021-05-04 16:15:04,I,6,7491505,Purple builds Bread & Circuses#Purple spends 3 resources #
3656,Orange,K,3,2021-05-04 15:53:58,I,6,7491505,Orange builds Knights#Orange spends 3 resources #
3657,Orange,K,2,2021-05-04 15:47:37,I,6,7491505,Orange builds Knights#Orange loses 1 military resource Orange spends 2 resources #
3658,Grey,S,3,2021-05-04 15:29:37,I,5,7491505,Grey builds Swordsmen#Grey spends 3 resources #
3659,Green,S,3,2021-05-04 11:39:28,I,5,7491505,Green builds Swordsmen#Green spends 3 resources #
3660,Purple,W,2,2021-05-04 11:21:46,I,5,7491505,Purple builds Warrior#Purple spends 2 resources #
3661,Purple,W,2,2021-05-04 11:21:32,I,5,7491505,Purple builds Warrior#Purple spends 2 resources #
3662,Orange,W,2,2021-05-04 10:05:45,I,5,7491505,Orange builds Warrior#Orange spends 2 resources #
3663,Orange,K,1,2021-05-04 10:03:50,I,5,7491505,Orange builds Knights#Orange loses 2 military resource Orange spends 1 resource #
3664,Grey,W,2,2021-05-04 09:33:20,I,4,7491505,Grey builds Warrior#Grey spends 2 resources #
3665,Green,1,1,2021-05-03 17:20:08,I,4,7491505,Green builds 1 stage of Pyramids#Green spends 1 resource Wonder completed #
3666,Green,1,2,2021-05-03 17:20:01,I,4,7491505,Green builds 1 stage of Pyramids#Green spends 2 resources #
3667,Green,1,3,2021-05-03 17:18:55,I,4,7491505,Green builds 1 stage of Pyramids#Green spends 3 resources #
3668,Purple,1,3,2021-05-03 12:48:39,I,4,7491505,Purple builds 1 stage of Universitas Carolina#Purple spends 3 resources Wonder completed #
3669,Purple,1,3,2021-05-03 12:48:30,I,4,7491505,Purple builds 1 stage of Universitas Carolina#Purple spends 3 resources #
3670,Orange,1,1,2021-05-03 10:22:29,I,4,7491505,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource Wonder completed #
3671,Orange,1,4,2021-05-03 10:22:23,I,4,7491505,Orange builds 1 stage of Library of Alexandria#Orange spends 4 resources #
3672,Orange,1,1,2021-05-03 10:22:18,I,4,7491505,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource #
3673,Grey,B,1,2021-05-03 10:05:00,I,3,7491505,Grey builds Bronze using Rich Land#Grey spends 1 resource #
3674,Green,P,2,2021-05-01 08:49:01,I,3,7491505,Green builds Philosophy#Green spends 2 resources #
3675,Purple,P,2,2021-05-01 07:44:13,I,3,7491505,Purple builds Philosophy#Purple spends 2 resources #
3676,Grey,P,2,2021-04-30 19:45:37,I,2,7491505,Grey builds Philosophy using Urban Growth#Grey spends 2 resources #
3677,Green,B,2,2021-04-30 09:40:25,I,2,7491505,Green builds Bronze#Green spends 2 resources #
3678,Purple,B,2,2021-04-30 09:32:42,I,2,7491505,Purple builds Bronze#Purple spends 2 resources #
3679,Orange,B,2,2021-04-30 08:40:35,I,2,7491505,Orange builds Bronze#Orange spends 2 resources #
3680,Grey,M,11,2021-06-04 09:40:52,IV,18,7492262,Grey builds Multimedia#Grey spends 11 resources #
3681,Green,S,3,2021-06-04 09:33:26,IV,18,7492262,Green builds Swordsmen#Green spends 3 resources #
3682,Green,O,2,2021-06-04 09:33:03,IV,18,7492262,Green builds Opera using Urban Growth#Green spends 2 resources #
3683,Orange,S,8,2021-06-04 09:13:43,IV,18,7492262,Orange builds Scientific Method#Orange spends 8 resources #
3684,Grey,1,1,2021-06-04 08:56:26,III,17,7492262,Grey builds 1 stage of First Space Flight#Grey spends 1 resource #
3685,Purple,A,3,2021-06-03 15:55:30,III,17,7492262,Purple builds Air Forces#Purple loses 4 military resource Purple spends 3 resources #
3686,Grey,M,7,2021-06-03 15:18:31,III,16,7492262,Grey builds Multimedia using Urban Growth#Grey spends 7 resources #
3687,Green,S,3,2021-06-03 15:13:59,III,16,7492262,Green builds Swordsmen#Green spends 3 resources #
3688,Green,O,6,2021-06-03 15:13:29,III,16,7492262,Green builds Opera#Green spends 6 resources #
3689,Green,O,6,2021-06-03 15:13:03,III,16,7492262,Green builds Opera#Green spends 6 resources #
3690,Purple,C,8,2021-06-03 15:08:33,III,16,7492262,Purple builds Computers using Urban Growth#Purple spends 8 resources #
3691,Orange,R,3,2021-06-03 14:59:38,III,16,7492262,Orange builds Religion#Orange spends 3 resources #
3692,Grey,A,4,2021-06-03 14:26:45,III,15,7492262,Grey builds Air Forces#Grey loses 3 military resource Grey spends 4 resources #
3693,Green,S,6,2021-06-03 14:11:23,III,15,7492262,Green builds Scientific Method#Green spends 6 resources #
3694,Orange,K,3,2021-06-03 13:18:31,III,15,7492262,Orange builds Knights#Orange spends 3 resources #
3695,Orange,C,5,2021-06-03 13:18:19,III,15,7492262,Orange builds Cannon#Orange spends 5 resources #
3696,Grey,B,2,2021-06-03 12:36:17,III,14,7492262,Grey builds Bronze#Grey spends 2 resources #
3697,Purple,C,5,2021-06-03 10:04:05,III,14,7492262,Purple builds Cannon#Purple spends 5 resources #
