,player,culture_gen,culture,time,age,round,game_id,text
4400,Orange,5,30,2020-04-27 12:31:57,II,11,7474472,End turn#Orange scores: 5 culture (now 30) 5 science (now 10) 4 food - consumption: 2 (now 4) 5 resources (now 6) Orange draws 3 military cards #
4401,Grey,2,26,2020-04-27 11:56:00,II,10,7474472,End turn#Grey scores: 2 culture (now 26) 2 science (now 4) 1 food - consumption: 2 (now 3) 6 resources (now 6) Grey draws 3 military cards #
4402,Green,3,27,2020-04-27 11:43:33,II,10,7474472,End turn#Green scores: 3 culture (now 27) 5 science (now 5) 0 food - consumption: 2 (now 0) 3 resources (now 6) Green draws 2 military cards #
4403,Purple,6,38,2020-04-27 11:41:59,II,10,7474472,End turn#Genghis Khan scores 3 culture. Purple scores: 6 culture (now 38) 3 science (now 4) 2 food - consumption: 2 (now 4) 3 resources (now 7) Purple draws 1 military card #
4404,Orange,5,25,2020-04-27 11:23:53,II,10,7474472,End turn#Orange scores: 5 culture (now 25) 5 science (now 5) 2 food - consumption: 2 (now 2) 4 resources (now 5) Orange draws 3 military cards #
4405,Grey,2,22,2020-04-27 11:16:28,II,9,7474472,End turn#Grey scores: 2 culture (now 22) 2 science (now 8) 1 food - consumption: 2 (now 2) 5 resources (now 6) Grey draws 3 military cards #
4406,Green,3,24,2020-04-27 10:58:34,II,9,7474472,End turn#Green scores: 3 culture (now 24) 5 science (now 8) 0 food - consumption: 2 (now 0) 3 resources (now 3) Green draws 1 military card #
4407,Purple,5,32,2020-04-27 09:39:12,II,9,7474472,End turn#Genghis Khan scores 3 culture. Purple scores: 5 culture (now 32) 2 science (now 2) 2 food - consumption: 2 (now 6) 3 resources (now 5) Purple draws 1 military card #
4408,Orange,5,18,2020-04-26 22:36:15,II,9,7474472,End turn#Orange scores: 5 culture (now 18) 5 science (now 10) 0 food - consumption: 2 (now 0) 4 resources (now 5) Orange draws 3 military cards #
4409,Grey,2,19,2020-04-26 19:19:06,II,8,7474472,End turn#Grey scores: 2 culture (now 19) 2 science (now 4) 1 food - consumption: 2 (now 1) 4 resources (now 4) #
4410,Green,3,21,2020-04-26 10:07:07,II,8,7474472,End turn#Green scores: 3 culture (now 21) 4 science (now 5) 0 food - consumption: 2 (now 0) 3 resources (now 4) Green draws 2 military cards #
4411,Purple,2,27,2020-04-26 02:51:10,II,8,7474472,End turn#Purple scores: 2 culture (now 27) 2 science (now 5) 3 food - consumption: 1 (now 5) 3 resources (now 4) Purple draws 2 military cards #
4412,Orange,4,13,2020-04-26 00:42:24,II,8,7474472,End turn#Orange scores: 4 culture (now 13) 3 science (now 5) 0 food - consumption: 2 (now 0) 4 resources (now 10) Orange draws 3 military cards #
4413,Grey,2,16,2020-04-25 20:44:02,I,7,7474472,End turn#Grey scores: 2 culture (now 16) 1 science (now 4) 1 food - consumption: 2 (now 3) 4 resources (now 6) Grey draws 3 military cards #
4414,Green,3,18,2020-04-25 14:27:53,I,7,7474472,End turn#Green scores: 3 culture (now 18) 3 science (now 5) 0 food - consumption: 2 (now 0) 3 resources (now 4) Green draws 1 military card #
4415,Purple,2,24,2020-04-25 14:18:27,I,7,7474472,End turn#Purple scores: 2 culture (now 24) 3 science (now 3) 2 food - consumption: 1 (now 2) 3 resources (now 3) Purple draws 1 military card #
4416,Orange,4,9,2020-04-25 12:05:30,I,7,7474472,End turn#Orange scores: 4 culture (now 9) 2 science (now 2) 1 food - consumption: 1 (now 4) 4 resources (now 7) Orange draws 1 military card #
4417,Grey,1,11,2020-04-25 11:26:57,I,6,7474472,End turn#Grey scores: 1 culture (now 11) 1 science (now 1) 1 food - consumption: 2 (now 2) 4 resources (now 5) Grey draws 2 military cards #
4418,Green,3,12,2020-04-24 19:02:56,I,6,7474472,End turn#Green scores: 3 culture (now 12) 3 science (now 7) 1 food - consumption: 1 (now 4) 3 resources (now 4) Green draws 1 military card #
4419,Purple,2,20,2020-04-24 18:53:16,I,6,7474472,End turn#Purple scores: 2 culture (now 20) 3 science (now 3) 1 food - consumption: 1 (now 3) 3 resources (now 6) #
4420,Orange,1,3,2020-04-24 16:44:15,I,6,7474472,End turn#Orange scores: 1 culture (now 3) 2 science (now 5) 1 food - consumption: 1 (now 3) 4 resources (now 4) Orange draws 1 military card #
4421,Grey,1,9,2020-04-24 16:28:57,I,5,7474472,End turn#Grey scores: 1 culture (now 9) 1 science (now 5) 1 food - consumption: 2 (now 1) 3 resources (now 5) Grey draws 1 military card #
4422,Green,3,9,2020-04-24 16:23:03,I,5,7474472,End turn#Green scores: CORRUPTION! Green loses 2 resources 3 culture (now 9) 3 science (now 4) 1 food - consumption: 1 (now 5) 3 resources (now 3) Green draws 1 military card #
4423,Purple,2,11,2020-04-24 15:29:38,I,5,7474472,End turn#Purple scores: 2 culture (now 11) 3 science (now 5) 1 food - consumption: 1 (now 2) 4 resources (now 5) Purple draws 2 military cards #
4424,Orange,1,1,2020-04-24 14:59:32,I,5,7474472,End turn#Orange scores: 1 culture (now 1) 2 science (now 2) 1 food - consumption: 1 (now 3) 3 resources (now 3) #
4425,Grey,1,8,2020-04-24 14:40:17,I,4,7474472,End turn#Grey scores: 1 culture (now 8) 1 science (now 6) 2 food - consumption: 1 (now 2) 3 resources (now 3) #
4426,Green,2,5,2020-04-24 13:24:59,I,4,7474472,End turn#Green scores: 2 culture (now 5) 2 science (now 4) 1 food - consumption: 1 (now 2) 3 resources (now 7) Green draws 1 military card #
4427,Purple,1,8,2020-04-23 18:56:08,I,4,7474472,End turn#Purple scores: 1 culture (now 8) 2 science (now 2) 1 food - consumption: 1 (now 2) 3 resources (now 5) Purple draws 2 military cards #
4428,Orange,1,3,2020-04-23 18:26:12,I,4,7474472,End turn#Orange scores: 1 culture (now 3) 1 science (now 7) 1 food - consumption: 1 (now 2) 3 resources (now 3) Orange draws 2 military cards #
4429,Grey,1,2,2020-04-23 17:17:12,I,3,7474472,End turn#Grey scores: 1 culture (now 2) 1 science (now 5) 1 food - consumption: 1 (now 2) 3 resources (now 3) #
4430,Green,1,2,2020-04-23 17:00:54,I,3,7474472,End turn#Green scores: 1 culture (now 2) 2 science (now 4) 1 food - consumption: 1 (now 2) 3 resources (now 5) Green draws 2 military cards #
4431,Purple,1,2,2020-04-23 13:31:52,I,3,7474472,End turn#Purple scores: 1 culture (now 2) 1 science (now 3) 1 food - consumption: 1 (now 1) 3 resources (now 4) Purple draws 2 military cards #
4432,Orange,0,1,2020-04-23 11:58:18,I,3,7474472,End turn#Orange scores: 0 culture (now 1) 1 science (now 3) 1 food - consumption: 1 (now 1) 3 resources (now 3) Orange draws 2 military cards #
4433,Grey,0,0,2020-04-23 11:45:51,I,2,7474472,End turn#Grey scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 3) 3 resources (now 3) Grey draws 1 military card #
4434,Green,0,0,2020-04-23 11:26:13,I,2,7474472,End turn#Green scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Green draws 2 military cards #
4435,Purple,0,0,2020-04-23 09:58:14,I,2,7474472,End turn#Purple scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 2 resources (now 3) Purple draws 1 military card #
4436,Orange,0,0,2020-04-23 09:49:07,I,2,7474472,End turn#Orange scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Orange draws 2 military cards #
4437,Grey,0,0,2020-04-23 09:40:28,A,1,7474472,End turn#Grey scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
4438,Green,0,0,2020-04-23 09:36:24,A,1,7474472,End turn#Green scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
4439,Purple,0,0,2020-04-23 00:40:44,A,1,7474472,End turn#Purple scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
4440,Orange,0,0,2020-04-23 00:38:23,A,1,7474472,End turn#Orange scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
4441,Grey,20,195,2020-05-05 10:05:28,IV,19,7474996,End turn#Grey scores: 20 culture (now 195) 8 science (now 11) 2 food - consumption: 4 (now 2) 5 resources (now 5) #
4442,Grey,20,195,2020-05-05 10:05:27,IV,18,7474996,End turn#Grey scores: 20 culture (now 195) 8 science (now 11) 2 food - consumption: 4 (now 2) 5 resources (now 5) #
4443,Green,13,163,2020-05-05 09:55:47,IV,18,7474996,End turn#Green scores: 13 culture (now 163) 8 science (now 16) 6 food - consumption: 4 (now 9) 6 resources (now 6) #
4444,Orange,3,97,2020-05-05 07:20:49,IV,18,7474996,End turn#Orange scores: 3 culture (now 97) 6 science (now 8) 7 food - consumption: 4 (now 7) 9 resources (now 9) #
4445,Grey,17,157,2020-05-04 22:17:30,IV,17,7474996,End turn#Grey scores: 17 culture (now 157) 5 science (now 12) 2 food - consumption: 4 (now 7) 5 resources (now 5) #
4446,Green,13,119,2020-05-04 22:08:54,IV,17,7474996,End turn#Green scores: 13 culture (now 119) 8 science (now 8) 6 food - consumption: 4 (now 10) 6 resources (now 12) #
4447,Purple,3,55,2020-05-04 21:58:04,III,17,7474996,End turn#Purple scores: 3 culture (now 55) 8 science (now 9) 6 food - consumption: 3 (now 6) 7 resources (now 7) #
4448,Orange,5,70,2020-05-04 21:32:15,III,17,7474996,End turn#Orange scores: 5 culture (now 70) 6 science (now 12) 7 food - consumption: 2 (now 15) 9 resources (now 11) #
4449,Grey,19,118,2020-05-04 21:13:06,III,16,7474996,End turn#Winston Churchill scores 3 culture. Grey scores: 19 culture (now 118) 4 science (now 7) 3 food - consumption: 3 (now 5) 5 resources (now 15) Grey draws 2 military cards #
4450,Green,12,103,2020-05-04 20:42:31,III,16,7474996,End turn#Green scores: 12 culture (now 103) 10 science (now 11) 7 food - consumption: 3 (now 9) 6 resources (now 9) Green draws 3 military cards #
4451,Purple,3,52,2020-05-04 15:38:31,III,16,7474996,End turn#Purple scores: 3 culture (now 52) 8 science (now 10) 6 food - consumption: 3 (now 10) 7 resources (now 7) Purple draws 3 military cards #
4452,Orange,4,62,2020-05-04 15:11:02,III,16,7474996,End turn#Orange scores: 4 culture (now 62) 6 science (now 6) 7 food - consumption: 2 (now 17) 9 resources (now 10) Orange draws 3 military cards #
4453,Grey,17,97,2020-05-04 14:38:24,III,15,7474996,End turn#Winston Churchill scores 3 culture. Grey scores: 17 culture (now 97) 3 science (now 3) 4 food - consumption: 3 (now 6) 5 resources (now 11) Grey draws 2 military cards #
4454,Green,11,83,2020-05-04 14:23:52,III,15,7474996,End turn#Green scores: 11 culture (now 83) 8 science (now 10) 1 food - consumption: 3 (now 2) 6 resources (now 14) Green draws 3 military cards #
4455,Purple,2,41,2020-05-04 11:37:07,III,15,7474996,End turn#Purple scores: 2 culture (now 41) 8 science (now 8) 5 food - consumption: 3 (now 9) 7 resources (now 7) Purple draws 2 military cards #
4456,Orange,4,52,2020-05-04 10:46:58,III,15,7474996,End turn#Orange scores: CORRUPTION! Orange loses 2 resources 4 culture (now 52) 6 science (now 10) 8 food - consumption: 1 (now 22) 6 resources (now 10) Orange draws 3 military cards #
4457,Grey,14,77,2020-05-04 10:35:49,III,14,7474996,End turn#Winston Churchill scores 3 culture. Grey scores: 14 culture (now 77) 3 science (now 5) 1 food - consumption: 2 (now 2) 5 resources (now 10) Grey draws 2 military cards #
4458,Green,7,56,2020-05-04 09:23:26,III,14,7474996,End turn#Green scores: 7 culture (now 56) 8 science (now 13) 1 food - consumption: 3 (now 2) 6 resources (now 19) Green draws 2 military cards #
4459,Purple,0,39,2020-05-03 23:19:40,III,14,7474996,End turn#Purple scores: 0 culture (now 39) 6 science (now 6) 4 food - consumption: 3 (now 8) 7 resources (now 14) #
4460,Orange,4,48,2020-05-03 22:56:54,III,14,7474996,End turn#Orange scores: 4 culture (now 48) 6 science (now 13) 8 food - consumption: 1 (now 14) 6 resources (now 6) Orange draws 3 military cards #
4461,Grey,10,70,2020-05-03 20:06:51,III,13,7474996,End turn#Grey scores: 10 culture (now 70) 2 science (now 4) 1 food - consumption: 2 (now 5) 5 resources (now 5) Grey draws 3 military cards #
4462,Green,7,39,2020-05-03 15:30:23,III,13,7474996,End turn#Green scores: 7 culture (now 39) 6 science (now 12) 1 food - consumption: 3 (now 1) 6 resources (now 13) Green draws 2 military cards #
4463,Purple,0,39,2020-05-03 15:02:23,III,13,7474996,End turn#Purple scores: 0 culture (now 39) 6 science (now 8) 3 food - consumption: 3 (now 4) 7 resources (now 15) Purple draws 2 military cards #
4464,Orange,2,41,2020-05-03 10:56:39,III,13,7474996,End turn#Orange scores: 2 culture (now 41) 6 science (now 7) 3 food - consumption: 3 (now 5) 6 resources (now 6) Orange draws 3 military cards #
4465,Grey,7,57,2020-05-03 01:19:04,III,12,7474996,End turn#Grey scores: 7 culture (now 57) 6 science (now 8) 1 food - consumption: 2 (now 5) 4 resources (now 5) Grey draws 3 military cards #
4466,Green,4,32,2020-05-02 22:28:00,II,12,7474996,End turn#Green scores: 4 culture (now 32) 6 science (now 13) 2 food - consumption: 2 (now 2) 5 resources (now 5) Green draws 1 military card #
4467,Purple,0,37,2020-05-02 21:39:52,II,12,7474996,End turn#Purple scores: 0 culture (now 37) 4 science (now 5) 4 food - consumption: 2 (now 5) 7 resources (now 13) Purple draws 3 military cards #
4468,Orange,5,32,2020-05-02 18:52:16,II,12,7474996,End turn#Orange scores: 5 culture (now 32) 4 science (now 6) 4 food - consumption: 2 (now 6) 6 resources (now 6) Orange draws 3 military cards #
4469,Grey,7,43,2020-05-02 18:40:45,II,11,7474996,End turn#Grey scores: 7 culture (now 43) 7 science (now 14) 1 food - consumption: 2 (now 4) 2 resources (now 4) Grey draws 1 military card #
4470,Green,3,25,2020-05-02 16:02:44,II,11,7474996,End turn#Green scores: 3 culture (now 25) 5 science (now 13) 2 food - consumption: 2 (now 3) 5 resources (now 8) Green draws 1 military card #
4471,Purple,3,35,2020-05-02 11:29:11,II,11,7474996,End turn#Genghis Khan scores 3 culture. Purple scores: 3 culture (now 35) 2 science (now 5) 3 food - consumption: 2 (now 5) 7 resources (now 13) #
4472,Orange,5,27,2020-05-02 10:14:01,II,11,7474996,End turn#Orange scores: 5 culture (now 27) 3 science (now 10) 4 food - consumption: 2 (now 6) 5 resources (now 5) #
4473,Grey,7,36,2020-05-02 01:30:30,II,10,7474996,End turn#Grey scores: 7 culture (now 36) 7 science (now 7) 1 food - consumption: 2 (now 3) 3 resources (now 3) Grey draws 2 military cards #
4474,Green,4,20,2020-05-02 00:47:55,II,10,7474996,End turn#Green scores: 4 culture (now 20) 6 science (now 11) 1 food - consumption: 2 (now 3) 5 resources (now 11) Green draws 3 military cards #
4475,Purple,3,26,2020-05-02 00:43:35,II,10,7474996,End turn#Genghis Khan scores 3 culture. Purple scores: 3 culture (now 26) 2 science (now 3) 2 food - consumption: 2 (now 6) 7 resources (now 8) Purple draws 2 military cards #
4476,Orange,5,22,2020-05-01 23:31:58,II,10,7474996,End turn#Orange scores: 5 culture (now 22) 3 science (now 12) 0 food - consumption: 2 (now 2) 5 resources (now 8) Orange draws 2 military cards #
4477,Grey,7,29,2020-05-01 23:07:04,II,9,7474996,End turn#Grey scores: 7 culture (now 29) 5 science (now 6) 1 food - consumption: 2 (now 2) 4 resources (now 4) Grey draws 2 military cards #
4478,Green,3,16,2020-05-01 17:23:13,II,9,7474996,End turn#Green scores: 3 culture (now 16) 5 science (now 17) 1 food - consumption: 2 (now 4) 5 resources (now 5) Green draws 1 military card #
4479,Purple,3,19,2020-05-01 17:01:25,II,9,7474996,End turn#Genghis Khan scores 3 culture. Purple scores: 3 culture (now 19) 2 science (now 5) 2 food - consumption: 2 (now 4) 5 resources (now 5) Purple draws 1 military card #
4480,Orange,3,17,2020-05-01 16:30:26,II,9,7474996,End turn#Orange scores: 3 culture (now 17) 3 science (now 9) 0 food - consumption: 2 (now 2) 5 resources (now 5) Orange draws 1 military card #
4481,Grey,3,20,2020-05-01 14:43:31,II,8,7474996,End turn#Grey scores: 3 culture (now 20) 5 science (now 14) 1 food - consumption: 2 (now 1) 4 resources (now 8) #
4482,Green,1,13,2020-05-01 13:47:52,II,8,7474996,End turn#Green scores: 1 culture (now 13) 4 science (now 15) 1 food - consumption: 2 (now 3) 5 resources (now 5) Green draws 2 military cards #
4483,Purple,3,16,2020-05-01 13:44:26,II,8,7474996,End turn#Genghis Khan scores 3 culture. Purple scores: 3 culture (now 16) 2 science (now 6) 1 food - consumption: 2 (now 2) 5 resources (now 5) Purple draws 1 military card #
4484,Orange,3,14,2020-05-01 13:34:47,II,8,7474996,End turn#Orange scores: 3 culture (now 14) 3 science (now 6) 0 food - consumption: 2 (now 2) 5 resources (now 5) Orange draws 2 military cards #
4485,Grey,2,15,2020-05-01 13:13:43,II,7,7474996,End turn#Grey scores: 2 culture (now 15) 4 science (now 6) 1 food - consumption: 2 (now 4) 4 resources (now 6) Grey draws 1 military card #
4486,Green,1,12,2020-05-01 12:37:06,II,7,7474996,End turn#Green scores: 1 culture (now 12) 4 science (now 10) 1 food - consumption: 1 (now 4) 5 resources (now 5) Green draws 1 military card #
4487,Purple,1,13,2020-05-01 11:13:19,I,7,7474996,End turn#Genghis Khan scores 0 culture. Purple scores: 1 culture (now 13) 2 science (now 2) 2 food - consumption: 1 (now 2) 4 resources (now 4) Purple draws 1 military card #
4488,Orange,3,10,2020-05-01 10:44:25,I,7,7474996,End turn#Orange scores: 3 culture (now 10) 2 science (now 4) 1 food - consumption: 1 (now 2) 4 resources (now 5) #
4489,Grey,2,12,2020-04-30 19:09:36,I,6,7474996,End turn#Grey scores: 2 culture (now 12) 4 science (now 4) 2 food - consumption: 1 (now 3) 4 resources (now 4) Grey draws 2 military cards #
4490,Green,1,5,2020-04-30 17:21:09,I,6,7474996,End turn#Green scores: CORRUPTION! Green loses 1 resource and 1 food 1 culture (now 5) 2 science (now 10) 1 food - consumption: 1 (now 6) 5 resources (now 5) Green draws 2 military cards #
4491,Purple,4,12,2020-04-30 17:17:38,I,6,7474996,End turn#Genghis Khan scores 3 culture. Purple scores: 4 culture (now 12) 2 science (now 2) 1 food - consumption: 2 (now 3) 3 resources (now 3) Purple draws 2 military cards #
4492,Orange,1,6,2020-04-30 16:54:31,I,6,7474996,End turn#Orange scores: 1 culture (now 6) 2 science (now 7) 1 food - consumption: 1 (now 1) 4 resources (now 4) Orange draws 1 military card #
4493,Grey,2,9,2020-04-30 15:15:10,I,5,7474996,End turn#Grey scores: 2 culture (now 9) 4 science (now 6) 1 food - consumption: 1 (now 4) 3 resources (now 3) Grey draws 1 military card #
4494,Green,1,4,2020-04-30 15:06:50,I,5,7474996,End turn#Green scores: 1 culture (now 4) 2 science (now 6) 1 food - consumption: 1 (now 6) 4 resources (now 4) #
4495,Purple,4,8,2020-04-30 15:02:05,I,5,7474996,End turn#Genghis Khan scores 3 culture. Purple scores: 4 culture (now 8) 1 science (now 6) 1 food - consumption: 2 (now 2) 3 resources (now 5) Purple draws 1 military card #
4496,Orange,1,5,2020-04-30 14:38:12,I,5,7474996,End turn#Orange scores: 1 culture (now 5) 2 science (now 5) 1 food - consumption: 1 (now 3) 4 resources (now 4) Orange draws 1 military card #
4497,Grey,1,7,2020-04-30 14:34:17,I,4,7474996,End turn#Grey scores: 1 culture (now 7) 3 science (now 6) 1 food - consumption: 1 (now 3) 3 resources (now 3) Grey draws 1 military card #
4498,Green,1,3,2020-04-30 14:09:36,I,4,7474996,End turn#Green scores: 1 culture (now 3) 2 science (now 7) 1 food - consumption: 1 (now 5) 3 resources (now 4) Green draws 2 military cards #
4499,Purple,1,4,2020-04-30 13:56:11,I,4,7474996,End turn#Purple scores: 1 culture (now 4) 1 science (now 3) 1 food - consumption: 1 (now 5) 3 resources (now 4) Purple draws 1 military card #
4500,Orange,1,3,2020-04-30 13:35:42,I,4,7474996,End turn#Orange scores: 1 culture (now 3) 2 science (now 3) 1 food - consumption: 1 (now 1) 3 resources (now 3) Orange draws 2 military cards #
4501,Grey,1,2,2020-04-30 12:43:06,I,3,7474996,End turn#Grey scores: 1 culture (now 2) 1 science (now 3) 1 food - consumption: 1 (now 4) 3 resources (now 3) Grey draws 1 military card #
4502,Green,1,1,2020-04-30 03:03:45,I,3,7474996,End turn#Green scores: 1 culture (now 1) 2 science (now 6) 1 food - consumption: 1 (now 3) 2 resources (now 4) Green draws 2 military cards #
4503,Purple,1,2,2020-04-30 01:27:59,I,3,7474996,End turn#Purple scores: 1 culture (now 2) 1 science (now 3) 1 food - consumption: 1 (now 3) 3 resources (now 4) Purple draws 1 military card #
4504,Orange,0,1,2020-04-29 20:16:00,I,3,7474996,End turn#Orange scores: 0 culture (now 1) 2 science (now 4) 2 food - consumption: 0 (now 6) 3 resources (now 3) Orange draws 2 military cards #
4505,Grey,0,0,2020-04-29 20:04:15,I,2,7474996,End turn#Grey scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Grey draws 1 military card #
4506,Green,0,0,2020-04-29 19:36:10,I,2,7474996,End turn#Green scores: 0 culture (now 0) 2 science (now 3) 2 food - consumption: 0 (now 2) 2 resources (now 2) Green draws 2 military cards #
4507,Purple,0,0,2020-04-29 19:10:17,I,2,7474996,End turn#Purple scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 3) 3 resources (now 3) Purple draws 2 military cards #
4508,Orange,0,0,2020-04-29 18:46:19,I,2,7474996,End turn#Orange scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Orange draws 2 military cards #
4509,Grey,0,0,2020-04-29 18:39:45,A,1,7474996,End turn#Grey scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
4510,Green,0,0,2020-04-29 18:23:49,A,1,7474996,End turn#Green scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
4511,Purple,0,0,2020-04-29 18:03:45,A,1,7474996,End turn#Purple scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
4512,Orange,0,0,2020-04-29 17:58:12,A,1,7474996,End turn#Orange scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
4513,Grey,8,81,2020-05-16 21:40:59,IV,19,7475368,End turn#Winston Churchill scores 3 culture. Grey scores: 8 culture (now 81) 12 science (now 27) 0 food - consumption: 3 (now 0) 0 resources (now 2) #
4514,Grey,8,81,2020-05-16 21:40:59,IV,18,7475368,End turn#Winston Churchill scores 3 culture. Grey scores: 8 culture (now 81) 12 science (now 27) 0 food - consumption: 3 (now 0) 0 resources (now 2) #
4515,Green,18,148,2020-05-16 20:03:37,IV,18,7475368,End turn#Green scores: 18 culture (now 148) 7 science (now 12) 3 food - consumption: 3 (now 3) 10 resources (now 10) #
4516,Purple,23,100,2020-05-16 19:55:02,IV,18,7475368,End turn#Purple scores: 23 culture (now 100) 12 science (now 12) 2 food - consumption: 4 (now 3) 4 resources (now 5) #
4517,Orange,11,179,2020-05-16 19:03:57,IV,18,7475368,End turn#Orange scores: 11 culture (now 179) 12 science (now 14) 0 food - consumption: 6 (now 6) 8 resources (now 9) #
4518,Grey,8,73,2020-05-16 18:10:56,IV,17,7475368,End turn#Winston Churchill scores 3 culture. Grey scores: 8 culture (now 73) 12 science (now 15) 1 food - consumption: 2 (now 4) 5 resources (now 6) #
4519,Green,18,119,2020-05-16 14:09:57,IV,17,7475368,End turn#Green scores: 18 culture (now 119) 7 science (now 14) 3 food - consumption: 3 (now 5) 10 resources (now 11) #
4520,Purple,18,77,2020-05-16 13:49:39,IV,17,7475368,End turn#Purple scores: 18 culture (now 77) 9 science (now 9) 2 food - consumption: 4 (now 8) 4 resources (now 6) #
4521,Orange,11,124,2020-05-16 13:43:26,III,17,7475368,End turn#Orange scores: 11 culture (now 124) 12 science (now 13) 2 food - consumption: 4 (now 6) 8 resources (now 17) Orange draws 3 military cards #
4522,Grey,5,59,2020-05-16 13:29:27,III,16,7475368,End turn#Grey scores: 5 culture (now 59) 12 science (now 22) 1 food - consumption: 2 (now 3) 4 resources (now 6) Grey draws 1 military card #
4523,Green,12,120,2020-05-16 12:55:07,III,16,7475368,End turn#Green scores: 12 culture (now 120) 7 science (now 7) 4 food - consumption: 2 (now 7) 10 resources (now 13) Green draws 1 military card #
4524,Purple,15,65,2020-05-16 12:22:41,III,16,7475368,End turn#Purple scores: 15 culture (now 65) 9 science (now 11) 4 food - consumption: 3 (now 6) 6 resources (now 6) #
4525,Orange,8,85,2020-05-16 11:10:52,III,16,7475368,End turn#Orange scores: 8 culture (now 85) 8 science (now 19) 2 food - consumption: 4 (now 4) 8 resources (now 8) #
4526,Grey,8,48,2020-05-16 10:59:30,III,15,7475368,End turn#Winston Churchill scores 3 culture. Grey scores: 8 culture (now 48) 12 science (now 22) 2 food - consumption: 2 (now 2) 6 resources (now 10) Grey draws 3 military cards #
4527,Green,12,106,2020-05-16 10:01:23,III,15,7475368,End turn#Green scores: 12 culture (now 106) 7 science (now 10) 4 food - consumption: 2 (now 7) 12 resources (now 17) Green draws 1 military card #
4528,Purple,14,42,2020-05-16 09:52:10,III,15,7475368,End turn#Purple scores: 14 culture (now 42) 8 science (now 14) 4 food - consumption: 3 (now 7) 6 resources (now 9) Purple draws 2 military cards #
4529,Orange,8,66,2020-05-15 20:28:47,III,15,7475368,End turn#Orange scores: 8 culture (now 66) 8 science (now 23) 2 food - consumption: 4 (now 9) 8 resources (now 9) Orange draws 3 military cards #
4530,Grey,3,30,2020-05-15 20:14:45,III,14,7475368,End turn#Grey scores: 3 culture (now 30) 10 science (now 14) 2 food - consumption: 2 (now 4) 6 resources (now 12) Grey draws 2 military cards #
4531,Green,12,80,2020-05-15 18:05:26,III,14,7475368,End turn#Green scores: 12 culture (now 80) 7 science (now 8) 2 food - consumption: 2 (now 3) 12 resources (now 12) #
4532,Purple,9,28,2020-05-15 11:43:11,III,14,7475368,End turn#Purple scores: 9 culture (now 28) 4 science (now 10) 4 food - consumption: 3 (now 8) 6 resources (now 6) #
4533,Orange,8,55,2020-05-15 11:39:26,III,14,7475368,End turn#Orange scores: 8 culture (now 55) 8 science (now 15) 3 food - consumption: 3 (now 12) 8 resources (now 8) Orange draws 3 military cards #
4534,Grey,3,24,2020-05-15 11:28:11,III,13,7475368,End turn#Grey scores: 3 culture (now 24) 10 science (now 10) 3 food - consumption: 1 (now 5) 6 resources (now 10) Grey draws 3 military cards #
4535,Green,6,63,2020-05-15 11:13:30,III,13,7475368,End turn#Green scores: 6 culture (now 63) 7 science (now 10) 1 food - consumption: 2 (now 1) 8 resources (now 8) Green draws 1 military card #
4536,Purple,5,19,2020-05-15 11:03:22,III,13,7475368,End turn#Purple scores: 5 culture (now 19) 4 science (now 9) 2 food - consumption: 3 (now 4) 6 resources (now 8) Purple draws 2 military cards #
4537,Orange,6,47,2020-05-15 10:55:27,III,13,7475368,End turn#Orange scores: 6 culture (now 47) 6 science (now 18) 3 food - consumption: 3 (now 9) 8 resources (now 10) Orange draws 2 military cards #
4538,Grey,3,18,2020-05-15 10:44:07,III,12,7475368,End turn#Grey scores: 3 culture (now 18) 8 science (now 10) 2 food - consumption: 2 (now 2) 6 resources (now 15) Grey draws 2 military cards #
4539,Green,6,57,2020-05-15 10:27:35,II,12,7475368,End turn#Green scores: 6 culture (now 57) 7 science (now 10) 2 food - consumption: 1 (now 4) 5 resources (now 6) Green draws 3 military cards #
