,player,resource_gen,resource,time,age,round,game_id,text
1777,Orange,5,5,2020-08-13 13:10:33,II,10,7480536,End turn#Orange scores: 3 culture (now 21) 4 science (now 16) 1 food - consumption: 1 (now 1) 5 resources (now 5) Orange draws 2 military cards #
1778,Grey,6,7,2020-08-13 12:52:41,II,9,7480536,End turn#Grey scores: 6 culture (now 32) 3 science (now 5) 0 food - consumption: 2 (now 0) 6 resources (now 7) Grey draws 3 military cards #
1779,Green,5,5,2020-08-13 12:21:23,II,9,7480536,End turn#Green scores: 0 culture (now 2) 5 science (now 8) 1 food - consumption: 2 (now 1) 5 resources (now 5) #
1780,Purple,3,3,2020-08-13 12:12:35,II,9,7480536,End turn#Purple scores: 6 culture (now 24) 4 science (now 12) 0 food - consumption: 2 (now 1) 3 resources (now 3) Purple draws 3 military cards #
1781,Orange,5,7,2020-08-13 10:52:12,II,9,7480536,End turn#Orange scores: 2 culture (now 14) 4 science (now 9) 0 food - consumption: 2 (now 2) 5 resources (now 7) Orange draws 2 military cards #
1782,Grey,6,9,2020-08-13 10:43:07,II,8,7480536,End turn#Grey scores: 6 culture (now 25) 3 science (now 6) 0 food - consumption: 2 (now 0) 6 resources (now 9) Grey draws 3 military cards #
1783,Green,4,5,2020-08-13 10:24:34,II,8,7480536,End turn#Green scores: 0 culture (now 2) 5 science (now 9) 1 food - consumption: 2 (now 4) 4 resources (now 5) Green draws 2 military cards #
1784,Purple,3,3,2020-08-13 10:19:40,II,8,7480536,End turn#Purple scores: 6 culture (now 16) 4 science (now 8) 0 food - consumption: 2 (now 1) 3 resources (now 3) Purple draws 3 military cards #
1785,Orange,4,6,2020-08-13 10:17:50,II,8,7480536,End turn#Orange scores: CORRUPTION! Orange loses 2 resources 2 culture (now 12) 4 science (now 9) 0 food - consumption: 2 (now 2) 4 resources (now 6) Orange draws 3 military cards #
1786,Grey,6,6,2020-08-13 08:36:57,II,7,7480536,End turn#Grey scores: 5 culture (now 19) 2 science (now 4) 0 food - consumption: 2 (now 0) 6 resources (now 6) Grey draws 1 military card #
1787,Green,3,3,2020-08-13 00:34:39,II,7,7480536,End turn#Green scores: 0 culture (now 2) 5 science (now 9) 1 food - consumption: 2 (now 3) 3 resources (now 3) Green draws 1 military card #
1788,Purple,3,4,2020-08-12 20:52:22,II,7,7480536,End turn#Purple scores: 3 culture (now 10) 4 science (now 7) 0 food - consumption: 2 (now 1) 3 resources (now 4) Purple draws 1 military card #
1789,Orange,3,5,2020-08-12 16:37:41,I,7,7480536,End turn#Orange scores: 2 culture (now 10) 4 science (now 10) 1 food - consumption: 1 (now 2) 3 resources (now 5) Orange draws 1 military card #
1790,Grey,4,5,2020-08-12 16:16:49,I,6,7480536,End turn#Grey scores: 5 culture (now 14) 2 science (now 2) 1 food - consumption: 1 (now 5) 4 resources (now 5) Grey draws 3 military cards #
1791,Green,3,3,2020-08-12 16:02:22,I,6,7480536,End turn#Green scores: 0 culture (now 2) 2 science (now 4) 2 food - consumption: 1 (now 2) 3 resources (now 3) #
1792,Purple,3,4,2020-08-12 14:24:20,I,6,7480536,End turn#Purple scores: 1 culture (now 6) 4 science (now 8) 1 food - consumption: 1 (now 3) 3 resources (now 4) Purple draws 1 military card #
1793,Orange,3,6,2020-08-12 13:00:59,I,6,7480536,End turn#Orange scores: 2 culture (now 8) 4 science (now 6) 1 food - consumption: 1 (now 1) 3 resources (now 6) #
1794,Grey,4,4,2020-08-12 12:42:50,I,5,7480536,End turn#Grey scores: 3 culture (now 8) 2 science (now 6) 1 food - consumption: 1 (now 2) 4 resources (now 4) Grey draws 2 military cards #
1795,Green,3,6,2020-08-12 12:03:44,I,5,7480536,End turn#Green scores: 0 culture (now 2) 2 science (now 4) 1 food - consumption: 1 (now 1) 3 resources (now 6) Green draws 1 military card #
1796,Purple,3,3,2020-08-12 10:44:33,I,5,7480536,End turn#Purple scores: CORRUPTION! Purple loses 2 resources 1 culture (now 4) 3 science (now 4) 1 food - consumption: 1 (now 5) 3 resources (now 3) Purple draws 1 military card #
1797,Orange,3,3,2020-08-12 10:40:58,I,5,7480536,End turn#Orange scores: 2 culture (now 5) 4 science (now 12) 1 food - consumption: 1 (now 2) 3 resources (now 3) #
1798,Grey,3,4,2020-08-12 10:19:11,I,4,7480536,End turn#Grey scores: 2 culture (now 4) 2 science (now 9) 1 food - consumption: 1 (now 1) 3 resources (now 4) Grey draws 1 military card #
1799,Green,3,4,2020-08-12 09:55:36,I,4,7480536,End turn#Green scores: 0 culture (now 1) 2 science (now 3) 1 food - consumption: 1 (now 2) 3 resources (now 4) Green draws 2 military cards #
1800,Purple,3,3,2020-08-12 08:31:33,I,4,7480536,End turn#Purple scores: 1 culture (now 2) 2 science (now 2) 1 food - consumption: 1 (now 5) 3 resources (now 3) Purple draws 2 military cards #
1801,Orange,3,6,2020-08-12 01:08:34,I,4,7480536,End turn#Orange scores: 1 culture (now 2) 2 science (now 5) 1 food - consumption: 1 (now 2) 3 resources (now 6) Orange draws 2 military cards #
1802,Grey,3,3,2020-08-11 23:10:42,I,3,7480536,End turn#Grey scores: 0 culture (now 1) 2 science (now 4) 1 food - consumption: 1 (now 1) 3 resources (now 3) Grey draws 2 military cards #
1803,Green,3,4,2020-08-11 22:58:28,I,3,7480536,End turn#Green scores: 0 culture (now 0) 1 science (now 3) 1 food - consumption: 1 (now 1) 3 resources (now 4) Green draws 2 military cards #
1804,Purple,3,4,2020-08-11 22:39:21,I,3,7480536,End turn#Purple scores: 0 culture (now 0) 2 science (now 5) 2 food - consumption: 0 (now 4) 3 resources (now 4) Purple draws 1 military card #
1805,Orange,3,3,2020-08-11 21:07:20,I,3,7480536,End turn#Orange scores: 0 culture (now 0) 2 science (now 4) 1 food - consumption: 1 (now 1) 3 resources (now 3) Orange draws 1 military card #
1806,Grey,3,3,2020-08-11 20:17:39,I,2,7480536,End turn#Grey scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 4) 3 resources (now 3) Grey draws 2 military cards #
1807,Green,3,4,2020-08-11 19:27:32,I,2,7480536,End turn#Green scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 4) Green draws 2 military cards #
1808,Purple,2,2,2020-08-11 19:25:19,I,2,7480536,End turn#Purple scores: 0 culture (now 0) 2 science (now 3) 2 food - consumption: 0 (now 2) 2 resources (now 2) Purple draws 2 military cards #
1809,Orange,3,3,2020-08-11 19:15:54,I,2,7480536,End turn#Orange scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Orange draws 1 military card #
1810,Grey,2,2,2020-08-11 19:11:51,A,1,7480536,End turn#Grey scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1811,Green,2,2,2020-08-11 19:01:40,A,1,7480536,End turn#Green scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1812,Purple,2,2,2020-08-11 17:36:56,A,1,7480536,End turn#Purple scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1813,Orange,2,2,2020-08-11 17:31:31,A,1,7480536,End turn#Orange scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1814,Grey,7,10,2020-08-19 10:50:55,IV,19,7480677,End turn#Winston Churchill scores 3 culture. Grey scores: 13 culture (now 177) 10 science (now 18) 1 food - consumption: 3 (now 2) 7 resources (now 10) #
1815,Grey,7,10,2020-08-19 10:50:55,IV,18,7480677,End turn#Winston Churchill scores 3 culture. Grey scores: 13 culture (now 177) 10 science (now 18) 1 food - consumption: 3 (now 2) 7 resources (now 10) #
1816,Green,6,6,2020-08-19 10:41:18,IV,18,7480677,End turn#Green scores: 16 culture (now 143) 5 science (now 15) 2 food - consumption: 4 (now 4) 6 resources (now 6) #
1817,Purple,6,10,2020-08-19 10:35:27,IV,18,7480677,End turn#Purple scores: 11 culture (now 230) 19 science (now 21) 3 food - consumption: 3 (now 17) 6 resources (now 10) #
1818,Orange,7,8,2020-08-19 10:18:21,IV,18,7480677,End turn#Orange scores: 19 culture (now 150) 6 science (now 6) 1 food - consumption: 4 (now 4) 7 resources (now 8) #
1819,Grey,8,14,2020-08-19 10:12:10,IV,17,7480677,End turn#Grey scores: 8 culture (now 94) 8 science (now 8) 1 food - consumption: 3 (now 1) 8 resources (now 14) #
1820,Green,6,7,2020-08-19 09:58:30,IV,17,7480677,End turn#Green scores: 12 culture (now 108) 6 science (now 22) 2 food - consumption: 4 (now 9) 6 resources (now 7) #
1821,Purple,6,6,2020-08-19 09:55:23,III,17,7480677,End turn#Purple scores: 11 culture (now 145) 19 science (now 26) 3 food - consumption: 3 (now 14) 6 resources (now 6) Purple draws 3 military cards #
1822,Orange,7,9,2020-08-19 09:48:26,III,17,7480677,End turn#Orange scores: 19 culture (now 113) 6 science (now 8) 3 food - consumption: 3 (now 10) 7 resources (now 9) Orange draws 3 military cards #
1823,Grey,8,11,2020-08-19 09:36:10,III,16,7480677,End turn#Winston Churchill scores 3 culture. Grey scores: 11 culture (now 62) 8 science (now 9) 2 food - consumption: 2 (now 5) 8 resources (now 11) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Grey draws 3 military cards #
1824,Green,6,8,2020-08-19 09:12:20,III,16,7480677,End turn#Green scores: 8 culture (now 69) 6 science (now 20) 3 food - consumption: 3 (now 7) 6 resources (now 8) Green draws 3 military cards #
1825,Purple,6,10,2020-08-19 09:05:30,III,16,7480677,End turn#Purple scores: 11 culture (now 109) 10 science (now 18) 3 food - consumption: 3 (now 5) 6 resources (now 10) Purple draws 3 military cards #
1826,Orange,7,8,2020-08-19 08:59:34,III,16,7480677,End turn#Orange scores: 14 culture (now 73) 6 science (now 8) 3 food - consumption: 3 (now 6) 7 resources (now 8) Orange draws 3 military cards #
1827,Grey,8,11,2020-08-19 08:55:27,III,15,7480677,End turn#Winston Churchill scores 3 culture. Grey scores: 9 culture (now 51) 6 science (now 7) 2 food - consumption: 2 (now 6) 8 resources (now 11) Grey draws 3 military cards #
1828,Green,4,4,2020-08-19 08:38:01,III,15,7480677,End turn#Green scores: 8 culture (now 59) 6 science (now 14) 3 food - consumption: 3 (now 9) 4 resources (now 4) Green draws 2 military cards #
1829,Purple,6,9,2020-08-18 21:07:40,III,15,7480677,End turn#Purple scores: 11 culture (now 95) 8 science (now 8) 3 food - consumption: 3 (now 7) 6 resources (now 9) Purple draws 3 military cards #
1830,Orange,7,8,2020-08-18 19:47:05,III,15,7480677,End turn#Orange scores: 8 culture (now 59) 7 science (now 10) 3 food - consumption: 3 (now 3) 7 resources (now 8) Orange draws 3 military cards #
1831,Grey,8,10,2020-08-18 19:43:59,III,14,7480677,End turn#Winston Churchill scores 3 culture. Grey scores: 9 culture (now 42) 5 science (now 12) 1 food - consumption: 3 (now 4) 8 resources (now 10) Grey draws 3 military cards #
1832,Green,4,5,2020-08-18 16:36:13,III,14,7480677,End turn#Green scores: 8 culture (now 48) 6 science (now 8) 3 food - consumption: 3 (now 11) 4 resources (now 5) Green draws 3 military cards #
1833,Purple,6,7,2020-08-18 16:24:14,III,14,7480677,End turn#Purple scores: 6 culture (now 81) 6 science (now 12) 3 food - consumption: 3 (now 5) 6 resources (now 7) Purple draws 1 military card #
1834,Orange,4,5,2020-08-18 14:27:13,III,14,7480677,End turn#Orange scores: 8 culture (now 51) 7 science (now 12) 4 food - consumption: 2 (now 5) 4 resources (now 5) Orange draws 3 military cards #
1835,Grey,8,9,2020-08-18 14:16:38,III,13,7480677,End turn#Grey scores: 2 culture (now 33) 5 science (now 7) 1 food - consumption: 3 (now 2) 8 resources (now 9) Grey draws 1 military card #
1836,Green,4,8,2020-08-18 14:06:32,III,13,7480677,End turn#Green scores: 5 culture (now 37) 3 science (now 11) 4 food - consumption: 2 (now 8) 4 resources (now 8) Green draws 1 military card #
1837,Purple,4,11,2020-08-18 13:28:16,III,13,7480677,End turn#Purple scores: CORRUPTION! Purple loses 2 resources 6 culture (now 68) 6 science (now 6) 3 food - consumption: 3 (now 7) 4 resources (now 11) Purple draws 3 military cards #
1838,Orange,4,4,2020-08-18 13:20:43,III,13,7480677,End turn#Orange scores: 8 culture (now 33) 7 science (now 12) 0 food - consumption: 2 (now 1) 4 resources (now 4) Orange draws 3 military cards #
1839,Grey,8,11,2020-08-18 09:58:38,III,12,7480677,End turn#Grey scores: 2 culture (now 24) 5 science (now 14) 2 food - consumption: 2 (now 10) 8 resources (now 11) Grey draws 3 military cards #
1840,Green,6,17,2020-08-18 09:43:24,III,12,7480677,End turn#Green scores: 4 culture (now 32) 3 science (now 14) 4 food - consumption: 2 (now 8) 6 resources (now 17) Green draws 2 military cards #
1841,Purple,6,7,2020-08-18 09:30:04,II,12,7480677,End turn#Purple scores: 6 culture (now 54) 6 science (now 6) 4 food - consumption: 2 (now 4) 6 resources (now 7) Purple draws 3 military cards #
1842,Orange,4,5,2020-08-18 09:23:34,II,12,7480677,End turn#Orange scores: 3 culture (now 22) 7 science (now 10) 0 food - consumption: 2 (now 1) 4 resources (now 5) Orange draws 3 military cards #
1843,Grey,6,9,2020-08-18 09:14:05,II,11,7480677,End turn#Grey scores: 2 culture (now 20) 5 science (now 9) 2 food - consumption: 2 (now 10) 6 resources (now 9) Grey draws 3 military cards #
1844,Green,6,20,2020-08-18 08:27:15,II,11,7480677,End turn#Green scores: 3 culture (now 26) 3 science (now 11) 4 food - consumption: 2 (now 8) 6 resources (now 20) Green draws 1 military card #
1845,Purple,6,10,2020-08-17 22:14:36,II,11,7480677,End turn#Purple scores: 6 culture (now 48) 6 science (now 10) 2 food - consumption: 2 (now 4) 6 resources (now 10) #
1846,Orange,4,6,2020-08-17 21:12:07,II,11,7480677,End turn#Orange scores: 2 culture (now 19) 6 science (now 9) 0 food - consumption: 2 (now 1) 4 resources (now 6) Orange draws 2 military cards #
1847,Grey,6,6,2020-08-17 21:08:12,II,10,7480677,End turn#Grey scores: 2 culture (now 16) 7 science (now 8) 2 food - consumption: 2 (now 8) 6 resources (now 6) Grey draws 2 military cards #
1848,Green,6,18,2020-08-17 17:58:05,II,10,7480677,End turn#Green scores: 3 culture (now 18) 3 science (now 9) 4 food - consumption: 2 (now 6) 6 resources (now 18) Green draws 1 military card #
1849,Purple,5,15,2020-08-17 17:24:31,II,10,7480677,End turn#Genghis Khan scores 3 culture. Purple scores: 7 culture (now 35) 4 science (now 7) 2 food - consumption: 2 (now 2) 5 resources (now 15) Purple draws 2 military cards #
1850,Orange,4,8,2020-08-17 17:12:48,II,10,7480677,End turn#Orange scores: CORRUPTION! Orange loses 2 resources 1 culture (now 16) 5 science (now 8) 1 food - consumption: 1 (now 3) 4 resources (now 8) Orange draws 3 military cards #
1851,Grey,4,9,2020-08-17 17:07:12,II,9,7480677,End turn#Grey scores: CORRUPTION! Grey loses 2 resources 2 culture (now 10) 5 science (now 11) 2 food - consumption: 2 (now 4) 4 resources (now 9) Grey draws 3 military cards #
1852,Green,4,23,2020-08-17 16:26:45,II,9,7480677,End turn#Green scores: CORRUPTION! Green loses 2 resources 3 culture (now 14) 3 science (now 11) 0 food - consumption: 2 (now 0) 4 resources (now 23) Green draws 1 military card #
1853,Purple,3,18,2020-08-17 16:00:29,II,9,7480677,End turn#Genghis Khan scores 3 culture. Purple scores: CORRUPTION! Purple loses 2 resources 5 culture (now 26) 2 science (now 9) 2 food - consumption: 2 (now 4) 3 resources (now 18) Purple draws 1 military card #
1854,Orange,5,6,2020-08-17 15:54:10,II,9,7480677,End turn#Orange scores: 2 culture (now 15) 5 science (now 9) 0 food - consumption: 2 (now 2) 5 resources (now 6) Orange draws 3 military cards #
1855,Grey,4,6,2020-08-17 15:45:14,II,8,7480677,End turn#Grey scores: 2 culture (now 6) 5 science (now 5) 0 food - consumption: 2 (now 2) 4 resources (now 6) Grey draws 1 military card #
1856,Green,6,17,2020-08-17 15:07:23,II,8,7480677,End turn#Green scores: 2 culture (now 11) 3 science (now 8) 1 food - consumption: 1 (now 3) 6 resources (now 17) Green draws 2 military cards #
1857,Purple,5,9,2020-08-17 14:59:28,II,8,7480677,End turn#Genghis Khan scores 3 culture. Purple scores: 5 culture (now 21) 2 science (now 7) 3 food - consumption: 1 (now 5) 5 resources (now 9) Purple draws 2 military cards #
1858,Orange,3,4,2020-08-17 14:41:14,II,8,7480677,End turn#Orange scores: 2 culture (now 12) 5 science (now 9) 0 food - consumption: 2 (now 2) 3 resources (now 4) Orange draws 3 military cards #
1859,Grey,4,7,2020-08-17 14:29:56,II,7,7480677,End turn#Grey scores: 2 culture (now 6) 5 science (now 6) 0 food - consumption: 2 (now 2) 4 resources (now 7) Grey draws 3 military cards #
1860,Green,5,9,2020-08-17 13:53:54,I,7,7480677,End turn#Green scores: 2 culture (now 9) 3 science (now 7) 1 food - consumption: 1 (now 2) 5 resources (now 9) #
1861,Purple,5,8,2020-08-17 12:44:57,I,7,7480677,End turn#Genghis Khan scores 3 culture. Purple scores: 5 culture (now 11) 2 science (now 10) 1 food - consumption: 1 (now 2) 5 resources (now 8) Purple draws 1 military card #
1862,Orange,3,4,2020-08-17 12:27:41,I,7,7480677,End turn#Orange scores: 1 culture (now 3) 4 science (now 7) 1 food - consumption: 1 (now 3) 3 resources (now 4) Orange draws 3 military cards #
1863,Grey,4,5,2020-08-17 12:22:55,I,6,7480677,End turn#Grey scores: 1 culture (now 4) 4 science (now 7) 1 food - consumption: 1 (now 2) 4 resources (now 5) #
1864,Green,5,7,2020-08-17 12:15:51,I,6,7480677,End turn#Green scores: 2 culture (now 6) 3 science (now 6) 1 food - consumption: 1 (now 4) 5 resources (now 7) Green draws 2 military cards #
1865,Purple,4,6,2020-08-17 12:13:02,I,6,7480677,End turn#Purple scores: 2 culture (now 6) 2 science (now 8) 1 food - consumption: 1 (now 1) 4 resources (now 6) Purple draws 1 military card #
1866,Orange,3,4,2020-08-17 12:08:39,I,6,7480677,End turn#Orange scores: 0 culture (now 1) 2 science (now 6) 1 food - consumption: 1 (now 2) 3 resources (now 4) Orange draws 2 military cards #
1867,Grey,4,7,2020-08-17 12:06:13,I,5,7480677,End turn#Grey scores: 1 culture (now 3) 3 science (now 3) 1 food - consumption: 1 (now 1) 4 resources (now 7) Grey draws 1 military card #
1868,Green,4,6,2020-08-17 11:55:09,I,5,7480677,End turn#Green scores: 2 culture (now 4) 3 science (now 8) 1 food - consumption: 1 (now 3) 4 resources (now 6) Green draws 1 military card #
1869,Purple,3,4,2020-08-17 11:51:48,I,5,7480677,End turn#Purple scores: 2 culture (now 4) 2 science (now 4) 1 food - consumption: 1 (now 3) 3 resources (now 4) Purple draws 2 military cards #
1870,Orange,3,4,2020-08-17 11:45:16,I,5,7480677,End turn#Orange scores: 0 culture (now 1) 2 science (now 7) 1 food - consumption: 1 (now 1) 3 resources (now 4) Orange draws 1 military card #
1871,Grey,4,6,2020-08-17 11:35:23,I,4,7480677,End turn#Grey scores: 0 culture (now 2) 2 science (now 4) 1 food - consumption: 1 (now 3) 4 resources (now 6) Grey draws 2 military cards #
1872,Green,3,3,2020-08-17 10:41:30,I,4,7480677,End turn#Green scores: 1 culture (now 1) 3 science (now 7) 1 food - consumption: 1 (now 5) 3 resources (now 3) Green draws 1 military card #
1873,Purple,3,4,2020-08-17 10:39:39,I,4,7480677,End turn#Purple scores: 0 culture (now 1) 2 science (now 6) 1 food - consumption: 1 (now 2) 3 resources (now 4) Purple draws 2 military cards #
1874,Orange,3,6,2020-08-17 10:18:40,I,4,7480677,End turn#Orange scores: 0 culture (now 0) 2 science (now 4) 1 food - consumption: 1 (now 1) 3 resources (now 6) Orange draws 2 military cards #
1875,Grey,3,3,2020-08-17 10:14:28,I,3,7480677,End turn#Grey scores: 0 culture (now 1) 2 science (now 4) 1 food - consumption: 1 (now 3) 3 resources (now 3) Grey draws 2 military cards #
1876,Green,3,3,2020-08-17 09:21:10,I,3,7480677,End turn#Green scores: 0 culture (now 0) 2 science (now 4) 1 food - consumption: 1 (now 2) 3 resources (now 3) Green draws 1 military card #
1877,Purple,3,3,2020-08-17 09:01:20,I,3,7480677,End turn#Purple scores: 0 culture (now 0) 2 science (now 4) 2 food - consumption: 0 (now 4) 3 resources (now 3) Purple draws 2 military cards #
1878,Orange,3,3,2020-08-17 07:19:34,I,3,7480677,End turn#Orange scores: 0 culture (now 0) 2 science (now 5) 1 food - consumption: 1 (now 2) 3 resources (now 3) Orange draws 2 military cards #
1879,Grey,3,3,2020-08-16 23:58:45,I,2,7480677,End turn#Grey scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Grey draws 2 military cards #
1880,Green,3,3,2020-08-16 20:54:48,I,2,7480677,End turn#Green scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Green draws 1 military card #
1881,Purple,3,3,2020-08-15 13:21:10,I,2,7480677,End turn#Purple scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Purple draws 2 military cards #
1882,Orange,3,3,2020-08-15 12:03:45,I,2,7480677,End turn#Orange scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Orange draws 2 military cards #
1883,Grey,2,2,2020-08-14 16:04:47,A,1,7480677,End turn#Grey scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1884,Green,2,2,2020-08-14 15:57:53,A,1,7480677,End turn#Green scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1885,Purple,2,2,2020-08-14 15:56:36,A,1,7480677,End turn#Purple scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1886,Orange,2,2,2020-08-14 15:54:11,A,1,7480677,End turn#Orange scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1887,Grey,6,10,2020-08-24 15:36:34,IV,18,7480887,End turn#Grey scores: 6 culture (now 65) 0 science (now 5) 4 food - consumption: 2 (now 6) 6 resources (now 10) #
1888,Grey,6,10,2020-08-24 15:36:34,IV,17,7480887,End turn#Grey scores: 6 culture (now 65) 0 science (now 5) 4 food - consumption: 2 (now 6) 6 resources (now 10) #
1889,Green,8,8,2020-08-24 15:03:46,IV,17,7480887,End turn#Green scores: 9 culture (now 92) 4 science (now 7) 5 food - consumption: 4 (now 6) 8 resources (now 8) #
1890,Purple,5,6,2020-08-24 14:50:57,IV,17,7480887,End turn#Purple scores: 12 culture (now 96) 10 science (now 11) 2 food - consumption: 3 (now 5) 5 resources (now 6) #
1891,Orange,2,5,2020-08-24 14:40:08,IV,17,7480887,End turn#Orange scores: 18 culture (now 115) 6 science (now 16) 0 food - consumption: 4 (now 0) 2 resources (now 5) #
1892,Grey,6,12,2020-08-24 14:34:45,IV,16,7480887,End turn#Grey scores: 4 culture (now 58) 0 science (now 5) 3 food - consumption: 3 (now 5) 6 resources (now 12) #
1893,Green,8,10,2020-08-24 14:25:12,IV,16,7480887,End turn#Winston Churchill scores 3 culture. Green scores: 14 culture (now 61) 4 science (now 16) 3 food - consumption: 3 (now 6) 8 resources (now 10) #
1894,Purple,7,7,2020-08-24 13:33:37,III,16,7480887,End turn#Purple scores: 12 culture (now 85) 10 science (now 10) 5 food - consumption: 2 (now 8) 7 resources (now 7) Purple draws 2 military cards #
1895,Orange,4,7,2020-08-24 13:21:10,III,16,7480887,End turn#Orange scores: 10 culture (now 97) 6 science (now 10) 0 food - consumption: 4 (now 0) 4 resources (now 7) Orange draws 3 military cards #
1896,Grey,7,16,2020-08-24 13:09:16,III,15,7480887,End turn#Grey scores: 3 culture (now 54) 4 science (now 5) 3 food - consumption: 3 (now 3) 7 resources (now 16) Grey draws 3 military cards #
1897,Green,8,10,2020-08-24 12:58:10,III,15,7480887,End turn#Winston Churchill scores 3 culture. Green scores: 9 culture (now 44) 6 science (now 6) 3 food - consumption: 3 (now 3) 8 resources (now 10) Green draws 1 military card #
1898,Purple,7,8,2020-08-24 12:39:48,III,15,7480887,End turn#Purple scores: 7 culture (now 70) 9 science (now 9) 5 food - consumption: 2 (now 7) 7 resources (now 8) Purple draws 3 military cards #
1899,Orange,4,11,2020-08-24 12:17:40,III,15,7480887,End turn#Orange scores: 12 culture (now 94) 6 science (now 14) 1 food - consumption: 4 (now 7) 4 resources (now 11) Orange draws 3 military cards #
1900,Grey,7,16,2020-08-24 12:07:28,III,14,7480887,End turn#Grey scores: 3 culture (now 44) 4 science (now 13) 4 food - consumption: 2 (now 4) 7 resources (now 16) Grey draws 3 military cards #
1901,Green,8,11,2020-08-24 11:58:50,III,14,7480887,End turn#Green scores: 2 culture (now 28) 4 science (now 9) 3 food - consumption: 3 (now 5) 8 resources (now 11) Green draws 1 military card #
1902,Purple,4,5,2020-08-24 11:54:12,III,14,7480887,End turn#Purple scores: 6 culture (now 56) 7 science (now 15) 2 food - consumption: 2 (now 2) 4 resources (now 5) Purple draws 3 military cards #
1903,Orange,4,7,2020-08-24 10:47:15,III,14,7480887,End turn#Orange scores: 12 culture (now 76) 6 science (now 19) 1 food - consumption: 4 (now 6) 4 resources (now 7) Orange draws 1 military card #
1904,Grey,8,12,2020-08-24 10:41:17,III,13,7480887,End turn#Grey scores: 3 culture (now 34) 4 science (now 9) 2 food - consumption: 2 (now 4) 8 resources (now 12) Grey draws 3 military cards #
1905,Green,8,12,2020-08-24 10:31:09,III,13,7480887,End turn#Green scores: 2 culture (now 26) 4 science (now 5) 4 food - consumption: 2 (now 6) 8 resources (now 12) Green draws 1 military card #
1906,Purple,4,6,2020-08-24 10:14:04,III,13,7480887,End turn#Purple scores: 6 culture (now 47) 7 science (now 8) 2 food - consumption: 2 (now 4) 4 resources (now 6) Purple draws 3 military cards #
1907,Orange,6,6,2020-08-24 08:59:42,III,13,7480887,End turn#Orange scores: 12 culture (now 64) 6 science (now 9) 2 food - consumption: 3 (now 5) 6 resources (now 6) Orange draws 1 military card #
1908,Grey,8,10,2020-08-24 08:54:01,III,12,7480887,End turn#Grey scores: 3 culture (now 31) 4 science (now 13) 0 food - consumption: 2 (now 1) 8 resources (now 10) Grey draws 3 military cards #
1909,Green,8,13,2020-08-24 07:56:56,III,12,7480887,End turn#Green scores: 1 culture (now 22) 4 science (now 7) 4 food - consumption: 2 (now 5) 8 resources (now 13) Green draws 3 military cards #
1910,Purple,4,4,2020-08-23 22:21:28,II,12,7480887,End turn#Purple scores: 4 culture (now 41) 4 science (now 7) 3 food - consumption: 1 (now 3) 4 resources (now 4) Purple draws 1 military card #
1911,Orange,6,7,2020-08-23 21:41:58,II,12,7480887,End turn#Orange scores: 12 culture (now 50) 6 science (now 13) 0 food - consumption: 3 (now 2) 6 resources (now 7) Orange draws 2 military cards #
1912,Grey,6,8,2020-08-23 21:38:37,II,11,7480887,End turn#Grey scores: 3 culture (now 28) 3 science (now 4) 0 food - consumption: 2 (now 1) 6 resources (now 8) Grey draws 3 military cards #
1913,Green,8,10,2020-08-23 11:41:26,II,11,7480887,End turn#Green scores: 1 culture (now 19) 5 science (now 8) 0 food - consumption: 2 (now 1) 8 resources (now 10) Green draws 3 military cards #
1914,Purple,4,4,2020-08-22 18:08:44,II,11,7480887,End turn#Purple scores: 4 culture (now 37) 4 science (now 8) 2 food - consumption: 1 (now 3) 4 resources (now 4) Purple draws 3 military cards #
1915,Orange,6,14,2020-08-22 17:25:02,II,11,7480887,End turn#Orange scores: 8 culture (now 38) 6 science (now 7) 1 food - consumption: 2 (now 2) 6 resources (now 14) #
