,player,card,time,age,round,game_id,text
8915,Green,Alexander the Great,2020-05-05 20:15:00,I,2,7475369,Green takes Alexander the Great in hand#Green uses 1 civil action #
8916,Purple,Stockpile,2020-05-05 18:23:35,I,2,7475369,Purple takes Stockpile in hand#Purple uses 1 military action #
8917,Purple,Hammurabi,2020-05-05 18:23:00,I,2,7475369,Purple takes Hammurabi in hand#Purple uses 1 civil action #
8918,Orange,Frugality,2020-05-05 14:55:23,I,2,7475369,Orange takes Frugality in hand#Orange uses 1 civil action #
8919,Orange,Urban Growth,2020-05-05 14:52:41,I,2,7475369,Orange takes Urban Growth in hand#Orange uses 1 civil action #
8920,Orange,Urban Growth,2020-05-05 14:51:18,I,2,7475369,Orange takes Urban Growth in hand#Orange uses 1 civil action #
8921,Orange,Rich Land,2020-05-05 14:51:12,I,2,7475369,Orange takes Rich Land in hand#Orange uses 1 civil action #
8922,Grey,Urban Growth,2020-05-05 14:44:35,A,1,7475369,Grey takes Urban Growth in hand#Grey uses 2 civil action #
8923,Grey,Rich Land,2020-05-05 14:44:25,A,1,7475369,Grey takes Rich Land in hand#Grey uses 1 civil action #
8924,Grey,Pyramids,2020-05-05 14:43:01,A,1,7475369,Grey takes Pyramids in hand#Grey uses 3 civil action #
8925,Grey,Pyramids,2020-05-05 14:42:21,A,1,7475369,Grey takes Pyramids in hand#Grey uses 3 civil action #
8926,Grey,Homer,2020-05-05 14:42:18,A,1,7475369,Grey takes Homer in hand#Grey uses 1 civil action #
8927,Grey,Pyramids,2020-05-05 14:41:51,A,1,7475369,Grey takes Pyramids in hand#Grey uses 3 civil action #
8928,Grey,Rich Land,2020-05-05 14:41:45,A,1,7475369,Grey takes Rich Land in hand#Grey uses 1 civil action #
8929,Grey,Homer,2020-05-05 14:41:31,A,1,7475369,Grey takes Homer in hand#Grey uses 1 civil action #
8930,Grey,Pyramids,2020-05-05 14:41:19,A,1,7475369,Grey takes Pyramids in hand#Grey uses 3 civil action #
8931,Green,Library of Alexandria,2020-05-05 11:08:05,A,1,7475369,Green takes Library of Alexandria in hand#Green uses 1 civil action #
8932,Green,Engineering Genius,2020-05-05 11:08:03,A,1,7475369,Green takes Engineering Genius in hand#Green uses 2 civil action #
8933,Green,Rich Land,2020-05-05 11:07:08,A,1,7475369,Green takes Rich Land in hand#Green uses 1 civil action #
8934,Purple,Hanging Gardens,2020-05-05 10:18:00,A,1,7475369,Purple takes Hanging Gardens in hand#Purple uses 2 civil action #
8935,Orange,Aristotle,2020-05-05 10:15:39,A,1,7475369,Orange takes Aristotle in hand#Orange uses 1 civil action #
8936,Orange,Computers,2020-05-27 13:36:36,IV,19,7476107,Orange takes Computers in hand#Orange uses 1 civil action #
8937,Orange,Mechanized Agriculture,2020-05-27 13:36:33,IV,19,7476107,Orange takes Mechanized Agriculture in hand#Orange uses 1 civil action #
8938,Grey,Democracy,2020-05-27 13:19:11,IV,18,7476107,Grey takes Democracy in hand#Grey uses 1 civil action #
8939,Grey,Oil,2020-05-27 13:19:09,IV,18,7476107,Grey takes Oil in hand#Grey uses 1 civil action #
8940,Green,Sid Meier,2020-05-27 13:14:44,IV,18,7476107,Green takes Sid Meier in hand#Green uses 1 civil action #
8941,Green,Military Theory,2020-05-27 13:14:41,IV,18,7476107,Green takes Military Theory in hand#Green uses 1 civil action #
8942,Purple,Communism,2020-05-27 13:00:59,IV,18,7476107,Purple takes Communism in hand#Purple uses 1 civil action #
8943,Purple,Engineering,2020-05-27 12:57:31,IV,18,7476107,Purple takes Engineering in hand#Purple uses 2 civil action #
8944,Purple,Air Forces,2020-05-27 12:57:21,IV,18,7476107,Purple takes Air Forces in hand#Purple uses 2 civil action #
8945,Orange,Professional Sports,2020-05-27 12:52:40,III,18,7476107,Orange takes Professional Sports in hand#Orange uses 2 civil action #
8946,Grey,Reserves,2020-05-27 12:27:32,III,17,7476107,Grey takes Reserves in hand#Grey uses 3 civil action #
8947,Green,Efficient Upgrade,2020-05-27 12:21:12,III,17,7476107,Green takes Efficient Upgrade in hand#Green uses 1 civil action #
8948,Green,Urban Growth,2020-05-27 12:21:04,III,17,7476107,Green takes Urban Growth in hand#Green uses 1 civil action #
8949,Green,Urban Growth,2020-05-27 12:12:30,III,17,7476107,Green takes Urban Growth in hand#Green uses 1 civil action #
8950,Purple,Civil Service,2020-05-27 12:04:50,III,17,7476107,Purple takes Civil Service in hand#Purple uses 2 civil action #
8951,Purple,Urban Growth,2020-05-27 12:03:10,III,17,7476107,Purple takes Urban Growth in hand#Purple uses 2 civil action #
8952,Purple,Civil Service,2020-05-27 12:03:07,III,17,7476107,Purple takes Civil Service in hand#Purple uses 2 civil action #
8953,Orange,Reserves,2020-05-27 10:47:42,III,17,7476107,Orange takes Reserves in hand#Orange uses 2 civil action #
8954,Orange,Charles Chaplin,2020-05-27 10:40:53,III,17,7476107,Orange takes Charles Chaplin in hand#Orange uses 1 civil action #
8955,Grey,Urban Growth,2020-05-27 10:36:15,III,16,7476107,Grey takes Urban Growth in hand#Grey uses 2 civil action #
8956,Grey,Engineering Genius,2020-05-27 10:35:31,III,16,7476107,Grey takes Engineering Genius in hand#Grey uses 1 civil action #
8957,Grey,Bill Gates,2020-05-27 10:34:27,III,16,7476107,Grey takes Bill Gates in hand#Grey uses 1 civil action #
8958,Green,Revolutionary Idea,2020-05-27 10:32:17,III,16,7476107,Green takes Revolutionary Idea in hand#Green uses 2 civil action #
8959,Green,Patriotism,2020-05-27 10:31:36,III,16,7476107,Green takes Patriotism in hand#Green uses 1 civil action #
8960,Purple,Military Build-Up,2020-05-27 10:19:56,III,16,7476107,Purple takes Military Build-Up in hand#Purple uses 3 civil action #
8961,Purple,Engineering Genius,2020-05-27 10:18:02,III,16,7476107,Purple takes Engineering Genius in hand#Purple uses 1 civil action #
8962,Purple,Patriotism,2020-05-27 10:17:58,III,16,7476107,Purple takes Patriotism in hand#Purple uses 1 civil action #
8963,Purple,Movies,2020-05-27 10:17:08,III,16,7476107,Purple takes Movies in hand#Purple uses 1 civil action #
8964,Orange,Hollywood,2020-05-27 08:12:07,III,16,7476107,Orange takes Hollywood in hand#Orange uses 3 civil action #
8965,Orange,Satellites,2020-05-27 08:11:34,III,16,7476107,Orange takes Satellites in hand#Orange uses 1 civil action #
8966,Grey,Efficient Upgrade,2020-05-27 07:31:09,III,15,7476107,Grey takes Efficient Upgrade in hand#Grey uses 1 civil action #
8967,Grey,Efficient Upgrade,2020-05-27 07:28:43,III,15,7476107,Grey takes Efficient Upgrade in hand#Grey uses 1 civil action #
8968,Grey,Air Forces,2020-05-27 07:26:48,III,15,7476107,Grey takes Air Forces in hand#Grey uses 1 civil action #
8969,Green,Endowment for the Arts,2020-05-26 00:29:31,III,15,7476107,Green takes Endowment for the Arts in hand#Green uses 1 civil action #
8970,Purple,Fast Food Chains,2020-05-25 22:56:37,III,15,7476107,Purple takes Fast Food Chains in hand#Purple uses 3 civil action #
8971,Orange,Democracy,2020-05-24 17:59:36,III,15,7476107,Orange takes Democracy in hand#Orange uses 1 civil action #
8972,Orange,Multimedia,2020-05-24 17:54:44,III,15,7476107,Orange takes Multimedia in hand#Orange uses 1 civil action #
8973,Orange,Rockets,2020-05-24 17:50:33,III,15,7476107,Orange takes Rockets in hand#Orange uses 2 civil action #
8974,Grey,Tanks,2020-05-24 17:24:28,III,14,7476107,Grey takes Tanks in hand#Grey uses 1 civil action #
8975,Grey,Professional Sports,2020-05-24 17:23:16,III,14,7476107,Grey takes Professional Sports in hand#Grey uses 1 civil action #
8976,Grey,Tanks,2020-05-24 17:22:06,III,14,7476107,Grey takes Tanks in hand#Grey uses 1 civil action #
8977,Green,Opera,2020-05-24 15:52:59,III,14,7476107,Green takes Opera in hand#Green uses 1 civil action #
8978,Green,Reserves,2020-05-24 15:52:53,III,14,7476107,Green takes Reserves in hand#Green uses 1 civil action #
8979,Purple,Military Theory,2020-05-24 00:00:06,III,14,7476107,Purple takes Military Theory in hand#Purple uses 1 civil action #
8980,Purple,Revolutionary Idea,2020-05-23 23:58:59,III,14,7476107,Purple takes Revolutionary Idea in hand#Purple uses 1 civil action #
8981,Purple,Albert Einstein,2020-05-23 23:58:45,III,14,7476107,Purple takes Albert Einstein in hand#Purple uses 1 civil action #
8982,Orange,Air Forces,2020-05-23 23:41:18,III,14,7476107,Orange takes Air Forces in hand#Orange uses 3 civil action #
8983,Grey,Organized Religion,2020-05-23 23:30:15,III,13,7476107,Grey takes Organized Religion in hand#Grey uses 1 civil action #
8984,Grey,Mechanized Agriculture,2020-05-23 23:30:10,III,13,7476107,Grey takes Mechanized Agriculture in hand#Grey uses 2 civil action #
8985,Green,Rich Land,2020-05-23 23:13:01,III,13,7476107,Green takes Rich Land in hand#Green uses 2 civil action #
8986,Green,Selective Breeding,2020-05-23 23:12:56,III,13,7476107,Green takes Selective Breeding in hand#Green uses 1 civil action #
8987,Green,Reserves,2020-05-23 23:12:53,III,13,7476107,Green takes Reserves in hand#Green uses 1 civil action #
8988,Green,Breakthrough,2020-05-23 23:12:47,III,13,7476107,Green takes Breakthrough in hand#Green uses 1 civil action #
8989,Purple,Cannon,2020-05-23 22:53:08,III,13,7476107,Purple takes Cannon in hand#Purple uses 1 civil action #
8990,Purple,Engineering Genius,2020-05-23 22:52:46,III,13,7476107,Purple takes Engineering Genius in hand#Purple uses 1 civil action #
8991,Purple,James Cook,2020-05-23 22:52:40,III,13,7476107,Purple takes James Cook in hand#Purple uses 2 civil action #
8992,Orange,Opera,2020-05-23 20:30:52,II,13,7476107,Orange takes Opera in hand#Orange uses 2 civil action #
8993,Grey,Architecture,2020-05-23 08:04:22,II,12,7476107,Grey takes Architecture in hand#Grey uses 1 civil action #
8994,Grey,Revolutionary Idea,2020-05-23 08:04:15,II,12,7476107,Grey takes Revolutionary Idea in hand#Grey uses 3 civil action #
8995,Grey,Urban Growth,2020-05-23 08:04:04,II,12,7476107,Grey takes Urban Growth in hand#Grey uses 2 civil action #
8996,Green,Cavalrymen,2020-05-22 20:10:00,II,12,7476107,Green takes Cavalrymen in hand#Green uses 1 civil action #
8997,Orange,Napoleon Bonaparte,2020-05-21 23:25:22,II,12,7476107,Orange takes Napoleon Bonaparte in hand#Orange uses 3 civil action #
8998,Orange,Strategy,2020-05-21 23:24:18,II,12,7476107,Orange takes Strategy in hand#Orange uses 1 civil action #
8999,Grey,Patriotism,2020-05-21 16:18:00,II,11,7476107,Grey takes Patriotism in hand#Grey uses 1 civil action #
9000,Grey,Maximillien Robespierre,2020-05-21 16:16:47,II,11,7476107,Grey takes Maximillien Robespierre in hand#Grey uses 3 civil action #
9001,Green,Reserves,2020-05-21 11:42:45,II,11,7476107,Green takes Reserves in hand#Green uses 2 civil action #
9002,Green,Frugality,2020-05-21 11:42:33,II,11,7476107,Green takes Frugality in hand#Green uses 1 civil action #
9003,Purple,Navigation,2020-05-21 11:28:32,II,11,7476107,Purple takes Navigation in hand#Purple uses 1 civil action #
9004,Purple,Journalism,2020-05-21 11:28:26,II,11,7476107,Purple takes Journalism in hand#Purple uses 1 civil action #
9005,Orange,Architecture,2020-05-21 11:16:25,II,11,7476107,Orange takes Architecture in hand#Orange uses 1 civil action #
9006,Grey,Republic,2020-05-21 10:46:16,II,10,7476107,Grey takes Republic in hand#Grey uses 1 civil action #
9007,Purple,Constitutional Monarchy,2020-05-20 21:00:20,II,10,7476107,Purple takes Constitutional Monarchy in hand#Purple uses 3 civil action #
9008,Purple,Journalism,2020-05-20 20:46:45,II,10,7476107,Purple takes Journalism in hand#Purple uses 2 civil action #
9009,Orange,Constitutional Monarchy,2020-05-20 16:13:23,II,10,7476107,Orange takes Constitutional Monarchy in hand#Orange uses 2 civil action #
9010,Grey,Cannon,2020-05-20 15:09:10,II,9,7476107,Grey takes Cannon in hand#Grey uses 1 civil action #
9011,Green,Wave of Nationalism,2020-05-20 12:38:05,II,9,7476107,Green takes Wave of Nationalism in hand#Green uses 1 civil action #
9012,Green,Efficient Upgrade,2020-05-20 12:37:44,II,9,7476107,Green takes Efficient Upgrade in hand#Green uses 3 civil action #
9013,Purple,Wave of Nationalism,2020-05-20 11:00:49,II,9,7476107,Purple takes Wave of Nationalism in hand#Purple uses 1 civil action #
9014,Purple,Selective Breeding,2020-05-20 11:00:04,II,9,7476107,Purple takes Selective Breeding in hand#Purple uses 1 civil action #
9015,Purple,Efficient Upgrade,2020-05-20 11:00:00,II,9,7476107,Purple takes Efficient Upgrade in hand#Purple uses 2 civil action #
9016,Orange,Scientific Method,2020-05-20 10:43:50,II,9,7476107,Orange takes Scientific Method in hand#Orange uses 2 civil action #
9017,Orange,Selective Breeding,2020-05-20 10:35:48,II,9,7476107,Orange takes Selective Breeding in hand#Orange uses 1 civil action #
9018,Orange,Riflemen,2020-05-20 10:35:43,II,9,7476107,Orange takes Riflemen in hand#Orange uses 1 civil action #
9019,Grey,Frugality,2020-05-20 07:54:15,II,8,7476107,Grey takes Frugality in hand#Grey uses 1 civil action #
9020,Grey,Coal,2020-05-20 07:54:04,II,8,7476107,Grey takes Coal in hand#Grey uses 1 civil action #
9021,Green,Frugality,2020-05-19 23:41:43,II,8,7476107,Green takes Frugality in hand#Green uses 1 civil action #
9022,Green,Rich Land,2020-05-19 23:40:51,II,8,7476107,Green takes Rich Land in hand#Green uses 2 civil action #
9023,Purple,Reserves,2020-05-19 12:08:50,II,8,7476107,Purple takes Reserves in hand#Purple uses 2 civil action #
9024,Purple,Frugality,2020-05-19 12:08:23,II,8,7476107,Purple takes Frugality in hand#Purple uses 1 civil action #
9025,Orange,Knights,2020-05-19 11:51:41,II,8,7476107,Orange takes Knights in hand#Orange uses 1 civil action #
9026,Grey,Irrigation,2020-05-19 03:44:22,II,7,7476107,Grey takes Irrigation in hand#Grey uses 1 civil action #
9027,Grey,Theocracy,2020-05-19 03:42:31,II,7,7476107,Grey takes Theocracy in hand#Grey uses 1 civil action #
9028,Green,Printing Press,2020-05-18 22:30:50,I,7,7476107,Green takes Printing Press in hand#Green uses 1 civil action #
9029,Green,Iron,2020-05-18 22:30:38,I,7,7476107,Green takes Iron in hand#Green uses 2 civil action #
9030,Purple,St. Peter's Basilica,2020-05-18 20:55:41,I,7,7476107,Purple takes St. Peter's Basilica in hand#Purple uses 2 civil action #
9031,Orange,Rich Land,2020-05-18 19:20:29,I,7,7476107,Orange takes Rich Land in hand#Orange uses 1 civil action #
9032,Orange,Monarchy,2020-05-18 19:18:26,I,7,7476107,Orange takes Monarchy in hand#Orange uses 1 civil action #
9033,Orange,Genghis Khan,2020-05-18 19:17:39,I,7,7476107,Orange takes Genghis Khan in hand#Orange uses 1 civil action #
9034,Grey,Christopher Columbus,2020-05-18 19:05:13,I,6,7476107,Grey takes Christopher Columbus in hand#Grey uses 1 civil action #
9035,Grey,Christopher Columbus,2020-05-18 19:02:37,I,6,7476107,Grey takes Christopher Columbus in hand#Grey uses 1 civil action #
9036,Green,Joan of Arc,2020-05-18 18:59:28,I,6,7476107,Green takes Joan of Arc in hand#Green uses 2 civil action #
9037,Purple,Urban Growth,2020-05-18 17:44:39,I,6,7476107,Purple takes Urban Growth in hand#Purple uses 1 civil action #
9038,Purple,Breakthrough,2020-05-18 17:44:14,I,6,7476107,Purple takes Breakthrough in hand#Purple uses 1 civil action #
9039,Purple,Alchemy,2020-05-18 17:44:11,I,6,7476107,Purple takes Alchemy in hand#Purple uses 2 civil action #
9040,Grey,Knights,2020-05-18 16:46:10,I,5,7476107,Grey takes Knights in hand#Grey uses 1 civil action #
9041,Green,Alchemy,2020-05-18 09:42:57,I,5,7476107,Green takes Alchemy in hand#Green uses 1 civil action #
9042,Green,Theology,2020-05-18 09:42:50,I,5,7476107,Green takes Theology in hand#Green uses 1 civil action #
9043,Green,Drama,2020-05-18 09:42:48,I,5,7476107,Green takes Drama in hand#Green uses 1 civil action #
9044,Green,Swordsmen,2020-05-18 09:42:44,I,5,7476107,Green takes Swordsmen in hand#Green uses 1 civil action #
9045,Purple,Warfare,2020-05-18 09:34:21,I,5,7476107,Purple takes Warfare in hand#Purple uses 1 civil action #
9046,Purple,Theology,2020-05-18 09:34:03,I,5,7476107,Purple takes Theology in hand#Purple uses 1 civil action #
9047,Purple,Iron,2020-05-18 09:31:43,I,5,7476107,Purple takes Iron in hand#Purple uses 1 civil action #
9048,Purple,Frederick Barbarossa,2020-05-18 09:31:08,I,5,7476107,Purple takes Frederick Barbarossa in hand#Purple uses 1 civil action #
9049,Orange,Universitas Carolina,2020-05-17 19:01:07,I,5,7476107,Orange takes Universitas Carolina in hand#Orange uses 2 civil action #
9050,Grey,Great Wall,2020-05-17 18:43:10,I,4,7476107,Grey takes Great Wall in hand#Grey uses 2 civil action #
9051,Green,Breakthrough,2020-05-17 17:11:45,I,4,7476107,Green takes Breakthrough in hand#Green uses 2 civil action #
9052,Green,Code of Laws,2020-05-17 17:11:12,I,4,7476107,Green takes Code of Laws in hand#Green uses 1 civil action #
9053,Purple,Reserves,2020-05-17 17:08:49,I,4,7476107,Purple takes Reserves in hand#Purple uses 2 civil action #
9054,Purple,Knights,2020-05-17 17:08:43,I,4,7476107,Purple takes Knights in hand#Purple uses 1 civil action #
9055,Orange,Iron,2020-05-17 16:52:09,I,4,7476107,Orange takes Iron in hand#Orange uses 1 civil action #
9056,Grey,Alchemy,2020-05-17 16:35:31,I,3,7476107,Grey takes Alchemy in hand#Grey uses 1 civil action #
9057,Grey,Swordsmen,2020-05-17 16:35:15,I,3,7476107,Grey takes Swordsmen in hand#Grey uses 1 civil action #
9058,Green,Patriotism,2020-05-17 16:33:12,I,3,7476107,Green takes Patriotism in hand#Green uses 1 civil action #
9059,Orange,Stockpile,2020-05-17 11:36:56,I,3,7476107,Orange takes Stockpile in hand#Orange uses 1 civil action #
9060,Orange,Rich Land,2020-05-17 11:36:48,I,3,7476107,Orange takes Rich Land in hand#Orange uses 1 civil action #
9061,Green,Urban Growth,2020-05-17 09:52:32,I,2,7476107,Green takes Urban Growth in hand#Green uses 1 civil action #
9062,Purple,Pyramids,2020-05-17 08:55:46,I,2,7476107,Purple takes Pyramids in hand#Purple uses 1 civil action #
9063,Purple,Rich Land,2020-05-17 08:55:32,I,2,7476107,Purple takes Rich Land in hand#Purple uses 1 civil action #
9064,Purple,Engineering Genius,2020-05-17 08:55:04,I,2,7476107,Purple takes Engineering Genius in hand#Purple uses 2 civil action #
9065,Purple,Urban Growth,2020-05-17 08:54:58,I,2,7476107,Purple takes Urban Growth in hand#Purple uses 2 civil action #
9066,Purple,Colossus,2020-05-17 08:54:51,I,2,7476107,Purple takes Colossus in hand#Purple uses 1 civil action #
9067,Orange,Library of Alexandria,2020-05-17 08:31:49,I,2,7476107,Orange takes Library of Alexandria in hand#Orange uses 2 civil action #
9068,Orange,Alexander the Great,2020-05-17 08:31:40,I,2,7476107,Orange takes Alexander the Great in hand#Orange uses 1 civil action #
9069,Grey,Homer,2020-05-17 06:39:09,A,1,7476107,Grey takes Homer in hand#Grey uses 3 civil action #
9070,Grey,Colossus,2020-05-17 06:38:29,A,1,7476107,Grey takes Colossus in hand#Grey uses 3 civil action #
9071,Grey,Patriotism,2020-05-17 06:37:58,A,1,7476107,Grey takes Patriotism in hand#Grey uses 1 civil action #
9072,Green,Hanging Gardens,2020-05-16 22:50:44,A,1,7476107,Green takes Hanging Gardens in hand#Green uses 2 civil action #
9073,Green,Moses,2020-05-16 22:50:36,A,1,7476107,Green takes Moses in hand#Green uses 1 civil action #
9074,Purple,Frugality,2020-05-16 22:46:20,A,1,7476107,Purple takes Frugality in hand#Purple uses 1 civil action #
9075,Purple,Julius Caesar,2020-05-16 22:46:03,A,1,7476107,Purple takes Julius Caesar in hand#Purple uses 1 civil action #
9076,Orange,Urban Growth,2020-05-16 22:41:16,A,1,7476107,Orange takes Urban Growth in hand#Orange uses 1 civil action #
9077,Green,Efficient Upgrade,2020-05-29 18:02:13,IV,19,7476793,Green takes Efficient Upgrade in hand#Green uses 1 civil action #
9078,Purple,Urban Growth,2020-05-29 17:59:02,IV,19,7476793,Purple takes Urban Growth in hand#Purple uses 1 civil action #
9079,Purple,Mechanized Agriculture,2020-05-29 17:59:00,IV,19,7476793,Purple takes Mechanized Agriculture in hand#Purple uses 1 civil action #
9080,Purple,Efficient Upgrade,2020-05-29 17:58:56,IV,19,7476793,Purple takes Efficient Upgrade in hand#Purple uses 1 civil action #
9081,Orange,Professional Sports,2020-05-29 17:51:22,IV,19,7476793,Orange takes Professional Sports in hand#Orange uses 1 civil action #
9082,Orange,Air Forces,2020-05-29 17:50:56,IV,19,7476793,Orange takes Air Forces in hand#Orange uses 1 civil action #
9083,Grey,Computers,2020-05-29 17:46:01,IV,18,7476793,Grey takes Computers in hand#Grey uses 1 civil action #
9084,Grey,Sid Meier,2020-05-29 17:45:56,IV,18,7476793,Grey takes Sid Meier in hand#Grey uses 2 civil action #
9085,Grey,Urban Growth,2020-05-29 17:45:43,IV,18,7476793,Grey takes Urban Growth in hand#Grey uses 1 civil action #
9086,Grey,Revolutionary Idea,2020-05-29 17:45:39,IV,18,7476793,Grey takes Revolutionary Idea in hand#Grey uses 1 civil action #
9087,Green,Rockets,2020-05-29 17:42:27,IV,18,7476793,Green takes Rockets in hand#Green uses 1 civil action #
9088,Green,Reserves,2020-05-29 17:42:05,IV,18,7476793,Green takes Reserves in hand#Green uses 1 civil action #
9089,Green,Air Forces,2020-05-29 17:41:21,IV,18,7476793,Green takes Air Forces in hand#Green uses 2 civil action #
9090,Purple,Military Build-Up,2020-05-29 17:24:29,III,18,7476793,Purple takes Military Build-Up in hand#Purple uses 1 civil action #
9091,Purple,Endowment for the Arts,2020-05-29 17:24:25,III,18,7476793,Purple takes Endowment for the Arts in hand#Purple uses 1 civil action #
9092,Purple,Urban Growth,2020-05-29 17:15:42,III,18,7476793,Purple takes Urban Growth in hand#Purple uses 2 civil action #
9093,Orange,Engineering Genius,2020-05-29 16:57:48,III,18,7476793,Orange takes Engineering Genius in hand#Orange uses 2 civil action #
9094,Green,Reserves,2020-05-29 16:46:43,III,17,7476793,Green takes Reserves in hand#Green uses 2 civil action #
9095,Green,Military Theory,2020-05-29 16:46:33,III,17,7476793,Green takes Military Theory in hand#Green uses 2 civil action #
9096,Purple,Engineering,2020-05-29 16:21:43,III,17,7476793,Purple takes Engineering in hand#Purple uses 2 civil action #
9097,Orange,Winston Churchill,2020-05-29 16:09:27,III,17,7476793,Orange takes Winston Churchill in hand#Orange uses 2 civil action #
9098,Green,Movies,2020-05-29 15:46:43,III,16,7476793,Green takes Movies in hand#Green uses 1 civil action #
9099,Green,Movies,2020-05-29 15:46:12,III,16,7476793,Green takes Movies in hand#Green uses 1 civil action #
9100,Green,Multimedia,2020-05-29 15:46:02,III,16,7476793,Green takes Multimedia in hand#Green uses 1 civil action #
9101,Green,Movies,2020-05-29 15:45:32,III,16,7476793,Green takes Movies in hand#Green uses 1 civil action #
9102,Green,Multimedia,2020-05-29 15:44:56,III,16,7476793,Green takes Multimedia in hand#Green uses 1 civil action #
9103,Green,Movies,2020-05-29 15:42:29,III,16,7476793,Green takes Movies in hand#Green uses 1 civil action #
9104,Purple,Oil,2020-05-29 15:34:58,III,16,7476793,Purple takes Oil in hand#Purple uses 2 civil action #
9105,Purple,Military Theory,2020-05-29 15:33:19,III,16,7476793,Purple takes Military Theory in hand#Purple uses 2 civil action #
9106,Orange,Satellites,2020-05-29 15:28:08,III,16,7476793,Orange takes Satellites in hand#Orange uses 2 civil action #
9107,Orange,Revolutionary Idea,2020-05-29 15:28:02,III,16,7476793,Orange takes Revolutionary Idea in hand#Orange uses 2 civil action #
9108,Grey,Air Forces,2020-05-29 15:24:56,III,15,7476793,Grey takes Air Forces in hand#Grey uses 2 civil action #
9109,Grey,Revolutionary Idea,2020-05-29 15:24:39,III,15,7476793,Grey takes Revolutionary Idea in hand#Grey uses 3 civil action #
9110,Green,Democracy,2020-05-29 15:12:37,III,15,7476793,Green takes Democracy in hand#Green uses 1 civil action #
9111,Green,Bill Gates,2020-05-29 15:09:48,III,15,7476793,Green takes Bill Gates in hand#Green uses 1 civil action #
9112,Purple,First Space Flight,2020-05-29 15:04:43,III,15,7476793,Purple takes First Space Flight in hand#Purple uses 3 civil action #
9113,Purple,Urban Growth,2020-05-29 15:03:46,III,15,7476793,Purple takes Urban Growth in hand#Purple uses 3 civil action #
9114,Orange,Patriotism,2020-05-29 14:53:22,III,15,7476793,Orange takes Patriotism in hand#Orange uses 2 civil action #
9115,Green,Computers,2020-05-29 14:30:09,III,14,7476793,Green takes Computers in hand#Green uses 2 civil action #
9116,Green,Reserves,2020-05-29 14:29:42,III,14,7476793,Green takes Reserves in hand#Green uses 3 civil action #
9117,Green,Efficient Upgrade,2020-05-29 14:27:25,III,14,7476793,Green takes Efficient Upgrade in hand#Green uses 1 civil action #
9118,Green,Computers,2020-05-29 14:27:21,III,14,7476793,Green takes Computers in hand#Green uses 2 civil action #
9119,Purple,Democracy,2020-05-29 14:18:21,III,14,7476793,Purple takes Democracy in hand#Purple uses 1 civil action #
9120,Purple,Charles Chaplin,2020-05-29 14:03:49,III,14,7476793,Purple takes Charles Chaplin in hand#Purple uses 1 civil action #
9121,Purple,Movies,2020-05-29 14:03:11,III,14,7476793,Purple takes Movies in hand#Purple uses 2 civil action #
9122,Orange,Journalism,2020-05-29 13:56:03,III,14,7476793,Orange takes Journalism in hand#Orange uses 1 civil action #
9123,Orange,Democracy,2020-05-29 13:55:09,III,14,7476793,Orange takes Democracy in hand#Orange uses 1 civil action #
9124,Orange,Efficient Upgrade,2020-05-29 13:54:49,III,14,7476793,Orange takes Efficient Upgrade in hand#Orange uses 1 civil action #
9125,Orange,Fast Food Chains,2020-05-29 13:54:41,III,14,7476793,Orange takes Fast Food Chains in hand#Orange uses 4 civil action #
9126,Grey,Tanks,2020-05-29 13:16:08,III,13,7476793,Grey takes Tanks in hand#Grey uses 3 civil action #
9127,Green,Patriotism,2020-05-29 13:09:23,III,13,7476793,Green takes Patriotism in hand#Green uses 1 civil action #
9128,Orange,Patriotism,2020-05-29 12:42:42,III,13,7476793,Orange takes Patriotism in hand#Orange uses 2 civil action #
9129,Orange,Navigation,2020-05-29 12:42:14,III,13,7476793,Orange takes Navigation in hand#Orange uses 1 civil action #
9130,Orange,Cavalrymen,2020-05-29 12:42:08,III,13,7476793,Orange takes Cavalrymen in hand#Orange uses 1 civil action #
9131,Orange,Napoleon Bonaparte,2020-05-29 12:41:42,III,13,7476793,Orange takes Napoleon Bonaparte in hand#Orange uses 1 civil action #
9132,Grey,Revolutionary Idea,2020-05-29 12:38:28,III,12,7476793,Grey takes Revolutionary Idea in hand#Grey uses 2 civil action #
9133,Grey,Revolutionary Idea,2020-05-29 12:37:37,III,12,7476793,Grey takes Revolutionary Idea in hand#Grey uses 2 civil action #
9134,Green,Opera,2020-05-29 12:25:32,II,12,7476793,Green takes Opera in hand#Green uses 1 civil action #
9135,Green,Johannes Sebastian Bach,2020-05-29 12:25:28,II,12,7476793,Green takes Johannes Sebastian Bach in hand#Green uses 1 civil action #
9136,Purple,Opera,2020-05-29 12:04:20,II,12,7476793,Purple takes Opera in hand#Purple uses 1 civil action #
9137,Orange,Urban Growth,2020-05-29 11:37:06,II,12,7476793,Orange takes Urban Growth in hand#Orange uses 1 civil action #
9138,Orange,Organized Religion,2020-05-29 11:35:24,II,12,7476793,Orange takes Organized Religion in hand#Orange uses 1 civil action #
9139,Green,Architecture,2020-05-29 11:18:17,II,11,7476793,Green takes Architecture in hand#Green uses 1 civil action #
9140,Green,Architecture,2020-05-29 11:16:54,II,11,7476793,Green takes Architecture in hand#Green uses 1 civil action #
9141,Green,Breakthrough,2020-05-29 11:16:37,II,11,7476793,Green takes Breakthrough in hand#Green uses 1 civil action #
